control,r_samehh
'599680770247','1'
'599680850247','2'
'599680930247','2'
'599681800341','2'
'599681980341','2'
'599682970247','1'
'599682990142','1'
'599682998285','2'
'599682998582','2'
'599684830244','2'
'599684830541','2'
'599684910244','2'
'599685930344','2'
'599686920241','2'
'599688770148','1'
'599688770445','1'
'599688830140','1'
'599688830249','1'
'599688850148','1'
'599688850445','1'
'599688910140','2'
'599688910249','1'
'599688930148','1'
'599691880149','1'
'599691880446','2'
'599691960149','1'
'599692780144','2'
'599692780441','1'
'599692860144','1'
'599692860441','1'
'599692940144','2'
'599692940441','1'
'599693960242','2'
'599694960448','1'
'599697780342','1'
'599697860342','1'
'599697860347','1'
'599697940342','1'
'599697948188','1'
'599698710146','1'
'599698710443','2'
'599698890146','1'
'599698890443','1'
'599698948184','1'
'599698970146','1'
'599698970443','1'
'599699840347','2'
'599699920347','2'
'599700800346','2'
'599700808380','2'
'599700808489','1'
'599700920348','1'
'599700980346','1'
'599701610146','1'
'599701610443','1'
'599701860246','2'
'599701940246','2'
'599704960240','2'
'599704960349','1'
'599705890144','1'
'599705890441','1'
'599706740144','1'
'599706740441','1'
'599706820144','2'
'599706820441','2'
'599706900144','1'
'599711850443','1'
'599711930443','1'
'599714830140','2'
'599714830249','1'
'599714830843','1'
'599716810148','2'
'599716810445','1'
'599716818182','1'
'599716990445','2'
'599717960142','1'
'599717960548','2'
'599718950142','1'
'599724920344','1'
'599724960346','1'
'599726790345','1'
'599726798082','2'
'599726798488','2'
'599726798785','1'
'599726860144','1'
'599726860441','1'
'599726940441','1'
'599726950345','1'
'599727810148','1'
'599727810445','1'
'599727990445','1'
'599729878283','1'
'599730600143','2'
'599730600440','2'
'599730930243','1'
'599731850145','1'
'599731850442','1'
'599733800247','1'
'599733800544','1'
'599733808281','1'
'599733808687','2'
'599733980146','2'
'599733980443','2'
'599736760346','2'
'599736840346','2'
'599736920346','1'
'599737910147','1'
'599737910444','1'
'599740810144','1'
'599741920245','1'
'599741960247','1'
'599742980342','1'
'599743490247','2'
'599743570147','1'
'599743570444','1'
'599743650147','1'
'599743720247','1'
'599743800247','2'
'599743810348','1'
'599743980247','2'
'599745680149','2'
'599745680446','2'
'599745750140','1'
'599745750249','1'
'599745830249','2'
'599745880442','1'
'599745910140','2'
'599745910249','2'
'599747920149','1'
'599747920446','1'
'599750820347','1'
'599750900347','1'
'599751800248','1'
'599751980248','2'
'599752970244','1'
'599753920143','1'
'599753920347','1'
'599753920440','1'
'599753928286','1'
'599754960148','1'
'599754960445','2'
'599755950246','1'
'599756930342','1'
'599757700144','1'
'599757700441','2'
'599757708287','1'
'599757880144','1'
'599757880441','1'
'599757960144','1'
'599757960441','2'
'599759930146','1'
'599759930443','1'
'599759980144','1'
'599759980441','1'
'599759988287','2'
'599760670145','2'
'599760670442','1'
'599760740245','1'
'599760820245','1'
'599760900245','1'
'599763840346','2'
'599763920346','1'
'599763950341','2'
'599764810140','1'
'599764810249','2'
'599764820248','1'
'599765960141','1'
'599767800144','1'
'599767800441','2'
'599767980144','2'
'599767980441','2'
'599768940145','1'
'599768940442','1'
'599769830541','2'
'599769910244','1'
'599772948388','1'
'599773840245','1'
'599773920245','1'
'599774830145','1'
'599774830442','1'
'599774910442','2'
'599774940146','2'
'599774940443','1'
'599774948289','1'
'599776990244','1'
'599777600246','1'
'599777770346','2'
'599777850346','2'
'599777930346','2'
'599778790141','2'
'599779840147','1'
'599779840444','2'
'599779920147','1'
'599779920444','1'
'599780850245','1'
'599780930245','1'
'599780990341','1'
'599780998187','1'
'599780998484','2'
'599782790346','1'
'599782950448','1'
'599783810341','2'
'599783960240','1'
'599783960349','2'
'599783990341','1'
'599785820346','1'
'599787950148','1'
'599787950445','1'
'599789580448','1'
'599789660448','2'
'599789810142','1'
'599789990142','1'
'599790810141','1'
'599790990141','1'
'599790990547','1'
'599791800240','1'
'599791800349','2'
'599791800646','2'
'599791800943','1'
'599791980240','1'
'599791980349','1'
'599792710141','1'
'599792890141','1'
'599792970141','1'
'599793770243','1'
'599793780245','2'
'599793850243','1'
'599793860245','2'
'599793930243','1'
'599793940245','1'
'599794800141','1'
'599794800844','1'
'599794980141','2'
'599799800147','2'
'599799800444','1'
'599799980147','1'
'599799980444','1'
'599800930243','1'
'599802760147','2'
'599802760444','2'
'599802790246','1'
'599802798280','2'
'599802798389','2'
'599802798686','2'
'599802840147','1'
'599802840444','1'
'599802870246','2'
'599802878280','2'
'599802878389','2'
'599802920147','1'
'599802920444','2'
'599802920741','1'
'599802950246','1'
'599804838080','1'
'599804838189','2'
'599804910343','1'
'599806810448','1'
'599806990448','1'
'599807750140','1'
'599807820347','1'
'599807900347','1'
'599807910140','2'
'599810640445','1'
'599810710248','1'
'599810740149','1'
'599810740446','1'
'599810820149','2'
'599810820446','1'
'599810890248','1'
'599810900149','2'
'599810900446','1'
'599810970248','1'
'599812810143','2'
'599812810440','1'
'599812990143','1'
'599812990440','1'
'599813900348','1'
'599814820346','1'
'599814900346','1'
'599815960448','1'
'599816720248','1'
'599816980248','1'
'599816988282','1'
'599817860245','1'
'599817940245','2'
'599819810247','2'
'599819990247','1'
'599820900447','2'
'599821920248','1'
'599821920341','1'
'599821928187','1'
'599822980245','2'
'599824960343','1'
'599825800245','1'
'599825980245','1'
'599827940141','2'
'599828810140','1'
'599828810249','2'
'599828990140','1'
'599828990249','1'
'599829930149','1'
'599829930446','1'
'599831760240','2'
'599831760349','1'
'599831768086','1'
'599831840240','1'
'599831840349','2'
'599831900247','1'
'599832970243','1'
'599833710242','1'
'599836740247','1'
'599836820247','1'
'599836930142','1'
'599837710148','1'
'599837710445','1'
'599837810343','2'
'599837818080','2'
'599837990343','2'
'599838720149','1'
'599838720446','2'
'599838728183','1'
'599838808183','1'
'599839890240','1'
'599839890349','1'
'599839970349','1'
'599841800445','1'
'599841920143','1'
'599841920440','2'
'599842930144','1'
'599845828087','1'
'599845900241','1'
'599846628088','1'
'599846790342','2'
'599846798485','2'
'599848820447','1'
'599848900447','1'
'599849980241','2'
'599849980346','1'
'599849980643','2'
'599851480447','1'
'599851640347','2'
'599851710447','2'
'599851890447','2'
'599851970447','1'
'599851978184','1'
'599851978481','1'
'599852660342','1'
'599852738288','1'
'599852810145','1'
'599852810442','1'
'599853850344','1'
'599853858081','1'
'599854680347','1'
'599854750447','1'
'599854910447','2'
'599855800246','1'
'599855800543','2'
'599855980246','1'
'599855980543','1'
'599856880442','2'
'599856960145','1'
'599856960442','2'
'599857840148','1'
'599857840445','2'
'599857920148','1'
'599857920445','1'
'599858970448','1'
'599859880346','1'
'599859960346','1'
'599861710247','1'
'599863880145','1'
'599863880442','2'
'599863920247','2'
'599863928281','1'
'599863960145','2'
'599863960442','2'
'599864860248','1'
'599864940248','1'
'599865770342','1'
'599865850342','1'
'599865930342','1'
'599865940240','2'
'599865940349','2'
'599866680248','1'
'599866750348','1'
'599866830348','2'
'599866910348','2'
'599867960341','1'
'599869860342','1'
'599869940342','2'
'599870800347','1'
'599870808084','1'
'599870980347','1'
'599871920242','1'
'599873810348','1'
'599873990348','1'
'599874860344','1'
'599874940344','1'
'599878890643','2'
'599878890940','1'
'599878970346','1'
'599878970643','1'
'599878970940','2'
'599878971146','2'
'599879890242','1'
'599879890648','1'
'599879970242','1'
'599880730143','2'
'599880730440','1'
'599880738286','1'
'599880810143','1'
'599880810440','1'
'599880990143','1'
'599880990247','1'
'599880990440','1'
'599880990549','2'
'599881790243','1'
'599881798089','1'
'599881820244','2'
'599881870243','1'
'599881900244','1'
'599881950243','1'
'599881958089','1'
'599882800346','1'
'599882980346','1'
'599883910348','2'
'599883918085','2'
'599884760145','2'
'599884840145','1'
'599884840442','1'
'599884920145','2'
'599884920442','1'
'599887630448','2'
'599887700142','2'
'599887700346','2'
'599887708083','2'
'599887880142','1'
'599887960142','1'
'599888960340','1'
'599889910242','2'
'599890800148','2'
'599890800445','1'
'599890808182','2'
'599890808588','2'
'599890980148','1'
'599890980344','2'
'599890980445','1'
'599894810346','1'
'599894970541','2'
'599894990346','1'
'599894990643','2'
'599898940142','1'
'599898950349','1'
'599898980244','1'
'599901930344','1'
'599901990143','2'
'599901990440','1'
'599901998286','1'
'599901998583','2'
'599903840345','1'
'599903840642','2'
'599903920345','1'
'599904750241','1'
'599904830241','1'
'599904910241','1'
'599906820247','2'
'599906900247','2'
'599907810340','1'
'599907850247','1'
'599907930247','1'
'599907990340','2'
'599908830449','1'
'599908838186','1'
'599908910340','1'
'599908910449','1'
'599909800141','1'
'599909960240','2'
'599909960349','2'
'599909980141','1'
'599910610344','1'
'599910780147','1'
'599910780444','1'
'599910860147','2'
'599910860444','2'
'599910940147','2'
'599910940444','1'
'599911960142','2'
'599912700247','1'
'599912960247','1'
'599914950345','2'
'599916920447','1'
'599916970145','1'
'599916970442','2'
'599917890448','2'
'599917970448','2'
'599918600240','1'
'599918600349','2'
'599918770340','1'
'599918770449','1'
'599918850340','2'
'599918850449','2'
'599918930340','2'
'599918930449','2'
'599920970341','1'
'599922890143','1'
'599922890440','1'
'599922890549','2'
'599922910347','1'
'599922970143','2'
'599922970440','1'
'599923670343','1'
'599923740146','1'
'599923740443','1'
'599923820146','2'
'599923820443','2'
'599923900146','1'
'599923900443','1'
'599926910341','1'
'599927940140','1'
'599927940249','2'
'599928750142','2'
'599928830142','1'
'599928830548','2'
'599928900340','1'
'599928900449','1'
'599928910142','2'
'599933850346','2'
'599933950145','1'
'599933950442','1'
'599937580240','1'
'599937580349','2'
'599937660240','2'
'599937660349','2'
'599937840244','2'
'599937990145','2'
'599937990340','1'
'599937990442','1'
'599937990449','1'
'599939820348','2'
'599939900348','1'
'599941890346','2'
'599941970346','1'
'599942620148','2'
'599942620445','1'
'599942870248','1'
'599942960241','1'
'599943870442','1'
'599943950145','2'
'599943950442','2'
'599946850147','1'
'599946850444','2'
'599946930147','1'
'599946930444','2'
'599946950340','1'
'599946950449','1'
'599946990345','1'
'599947580141','2'
'599947660141','1'
'599947840145','1'
'599947840442','1'
'599947990241','2'
'599947998087','1'
'599948640447','1'
'599948850348','1'
'599948850645','1'
'599948890141','1'
'599948930348','1'
'599948970141','2'
'599949860144','1'
'599949860441','2'
'599949940144','2'
'599949940441','2'
'599950800246','1'
'599950808280','2'
'599950980246','2'
'599951960241','1'
'599953600141','1'
'599953770241','2'
'599953850149','1'
'599953850241','1'
'599953850446','1'
'599953930241','2'
'599954810145','1'
'599954980344','2'
'599954990145','1'
'599954990442','1'
'599955800242','2'
'599955980242','2'
'599955980648','2'
'599956840144','1'
'599956840441','1'
'599956920144','1'
'599956920441','1'
'599957660343','1'
'599957668080','1'
'599957668486','2'
'599957810146','1'
'599957810443','1'
'599960810247','1'
'599960990247','2'
'599961870144','1'
'599961870441','1'
'599961950144','1'
'599961950441','1'
'599962810242','2'
'599962920243','2'
'599962940541','1'
'599962990648','2'
'599964870144','2'
'599964870441','1'
'599964878287','2'
'599964878584','2'
'599964878881','2'
'599964950144','1'
'599964950441','1'
'599965770346','1'
'599965860241','1'
'599965868384','2'
'599965930346','1'
'599965930643','2'
'599966820147','2'
'599966820444','2'
'599966900147','1'
'599966900444','1'
'599968620247','1'
'599968790347','2'
'599968870347','1'
'599968950347','1'
'599968960340','2'
'599968960449','1'
'599969960244','1'
'599970580243','1'
'599970660243','2'
'599970990343','2'
'599972640247','1'
'599972710347','1'
'599972890347','1'
'599972970347','1'
'599974580144','2'
'599974580441','1'
'599974660144','2'
'599974660441','1'
'599974990244','2'
'599975760141','1'
'599975840141','1'
'599975900148','2'
'599976970144','1'
'599976970441','1'
'599977810247','1'
'599977970145','2'
'599977970442','1'
'599977990247','1'
'599977990544','1'
'599979600142','1'
'599979770242','1'
'599979820341','2'
'599979850242','2'
'599979900341','1'
'599979930242','2'
'599980670343','1'
'599980740146','1'
'599980740443','2'
'599980900146','2'
'599980900443','1'
'599982760345','2'
'599982790147','1'
'599982790444','1'
'599982798181','2'
'599982798587','2'
'599982860243','1'
'599982870147','1'
'599982870444','1'
'599982920345','2'
'599982920642','2'
'599982950147','2'
'599982950444','1'
'599985960341','2'
'599985980148','2'
'599985980445','1'
'599986920341','1'
'599988880343','2'
'599988960343','1'
'599989850345','2'
'599989930345','1'
'599989950241','1'
'599990830145','1'
'599990830442','1'
'599990910145','1'
'599990910442','2'
'599991890244','1'
'599991970244','2'
'599991978387','2'
'599992600448','2'
'599992850142','2'
'599992850347','1'
'599992850548','2'
'599992930142','2'
'599992940343','1'
'599993660447','1'
'599993760142','1'
'599993810141','1'
'599993920142','2'
'599993990141','1'
'599997810341','2'
'599997940343','1'
'599997990341','2'
'599998750341','1'
'599998830341','1'
'599999700244','1'
'599999880244','1'
'599999960244','2'
'600002560144','1'
'600003730145','1'
'600007580248','1'
'600008180141','2'
'600008590141','1'
'600008900241','1'
'600009140149','2'
'600010130140','1'
'600010380147','1'
'600011970145','1'
'600015310147','1'
'600019190141','2'
'600021570144','1'
'600022110149','2'
'600022300147','1'
'600022370149','1'
'600022770140','1'
'600022930140','1'
'600024360144','1'
'600024510144','2'
'600027710141','1'
'600028530244','2'
'600028530541','2'
'600029130147','2'
'600029150140','2'
'600029560140','2'
'600033360143','2'
'600040300140','1'
'600041300144','1'
'600042190143','1'
'600043130145','1'
'600043390145','2'
'600043540145','1'
'600045320142','1'
'600046100143','1'
'600046360143','1'
'600048180148','2'
'600051730141','1'
'600051990141','1'
'600052380140','1'
'600059110141','2'
'600059120145','1'
'600059380145','1'
'600059520141','1'
'600059530145','1'
'600059530442','2'
'600060570345','1'
'600060790141','1'
'600060980148','1'
'600065780148','1'
'600067140144','1'
'600067300144','2'
'600067550144','1'
'600072700143','2'
'600074140141','1'
'600078120147','1'
'600078330142','1'
'600082750142','1'
'600083150149','2'
'600089780144','2'
'600089940144','2'
'600092120144','1'
'600092710143','1'
'600097980148','1'
'600099750144','2'
'600102120243','1'
'600102310145','1'
'600103380143','1'
'600105190146','1'
'600106180143','2'
'600106340143','1'
'600108150146','1'
'600108310146','2'
'600114170143','1'
'600115590148','2'
'600116340144','2'
'600118570246','1'
'600118570543','2'
'600119130140','1'
'600120340147','1'
'600122370144','1'
'600125700145','1'
'600129190143','2'
'600129500143','1'
'600130310144','1'
'600135110145','1'
'600135380141','2'
'600135520145','1'
'600137730142','1'
'600138110140','2'
'600138370140','1'
'600138520140','1'
'600141720143','1'
'600142100149','1'
'600142100446','1'
'600142760140','1'
'600143110140','2'
'600143330144','2'
'600143350148','1'
'600143370140','1'
'600143500148','2'
'600144140140','1'
'600144140249','1'
'600144190148','1'
'600144300140','2'
'600144500148','1'
'600144550140','2'
'600151140142','1'
'600152770145','1'
'600153150147','1'
'600153310147','1'
'600157300141','2'
'600158180141','1'
'600161150141','1'
'600161310141','1'
'600162300145','1'
'600167350146','1'
'600168170246','2'
'600169530143','2'
'600174300147','1'
'600176300146','1'
'600181140140','1'
'600181300140','1'
'600190170141','1'
'600192990148','1'
'600196130140','1'
'600196130249','1'
'600196180144','1'
'600196340144','1'
'600196590144','1'
'600199100145','1'
'600200710148','2'
'600202110143','1'
'600204950145','2'
'600207110147','1'
'600207370147','1'
'600218750147','1'
'600226330143','1'
'600228370143','1'
'600230720148','2'
'600231340142','1'
'600234380148','2'
'600234530148','2'
'600236300147','1'
'600238180149','1'
'600238340149','2'
'600238740140','2'
'600238740249','1'
'600239160144','1'
'600239160148','1'
'600239300149','1'
'600239320144','1'
'600239320148','1'
'600239550149','2'
'600239570144','2'
'600239980244','1'
'600243150242','1'
'600243300140','2'
'600245130144','1'
'600246370146','1'
'600247120140','1'
'600247530140','1'
'600248740145','1'
'600250350147','1'
'600250500147','1'
'600251750145','1'
'600251910145','1'
'600256760144','2'
'600260750141','1'
'600261590149','1'
'600261740140','1'
'600263340148','1'
'600265110145','1'
'600265520145','1'
'600265790146','2'
'600267170144','2'
'600267580144','1'
'600268300245','1'
'600270160145','1'
'600270530246','1'
'600272700142','1'
'600276100148','2'
'600276360148','1'
'600276510148','1'
'600276770144','2'
'600281180248','1'
'600281340141','1'
'600282550241','2'
'600283730149','1'
'600285170146','2'
'600286150140','1'
'600287120140','1'
'600288130147','1'
'600288390147','1'
'600291110149','1'
'600292160142','1'
'600293570247','1'
'600293720140','1'
'600293720249','1'
'600295110140','2'
'600295520140','2'
'600299780149','2'
'600299940149','2'
'600302390140','1'
'600303150140','2'
'600303560140','1'
'600306130140','1'
'600306390140','1'
'600306390249','2'
'600306540140','1'
'600309110140','1'
'600309360145','1'
'600312540144','1'
'600316100149','1'
'600317750149','1'
'600319130140','1'
'600319390140','1'
'600325520142','1'
'600327790144','2'
'600329110142','2'
'600334330241','2'
'600335310147','1'
'600336120149','1'
'600336780140','1'
'600336940140','1'
'600339330141','1'
'600347320148','1'
'600347570148','1'
'600351120140','1'
'600351380140','2'
'600351530140','1'
'600354740142','2'
'600354900142','2'
'600356100248','1'
'600358150144','1'
'600358560144','1'
'600359730140','2'
'600359780148','1'
'600374160142','1'
'600374720242','1'
'600375170147','1'
'600375330147','2'
'600375330148','1'
'600375580147','1'
'600376310142','2'
'600380160140','1'
'600380570140','1'
'600381780149','2'
'600382180241','1'
'600383750144','2'
'600384100143','2'
'600384510143','1'
'600387160147','1'
'600387570147','1'
'600389990140','1'
'600391160345','1'
'600391720148','1'
'600396770141','2'
'600401750147','2'
'600407360144','1'
'600407510144','1'
'600413180145','2'
'600414150142','1'
'600418330148','2'
'600418580148','2'
'600421350145','1'
'600422100148','1'
'600422360148','2'
'600422510148','1'
'600424330240','1'
'600425920146','2'
'600426730147','2'
'600427140248','2'
'600430190144','1'
'600430500144','2'
'600431320243','2'
'600434160248','2'
'600437750145','1'
'600437910145','1'
'600440380140','2'
'600442110142','1'
'600447160147','2'
'600447160149','2'
'600447320149','2'
'600447570149','2'
'600447590148','1'
'600447720140','1'
'600447720249','2'
'600451310140','1'
'600451700148','1'
'600452320141','1'
'600457740149','1'
'600458190147','2'
'600458740142','1'
'600459790144','1'
'600459950144','2'
'600460320149','1'
'600461360140','1'
'600464710147','1'
'600467300144','1'
'600467730143','1'
'600469190143','1'
'600472380142','1'
'600473180146','1'
'600473590146','1'
'600474300143','2'
'600474550143','1'
'600477960143','1'
'600481700146','2'
'600482300147','1'
'600483730144','1'
'600483760142','2'
'600486920144','2'
'600493170141','1'
'600493580141','2'
'600494190149','1'
'600494350149','2'
'600494750140','1'
'600497150149','1'
'600497160144','1'
'600497310149','1'
'600497570144','1'
'600499710142','2'
'600503510146','1'
'600504710145','2'
'600505160147','1'
'600506160148','2'
'600512790144','1'
'600517720145','1'
'600517980145','1'
'600518330141','2'
'600522320141','1'
'600527130141','1'
'600527390141','1'
'600527540141','1'
'600529180148','1'
'600529340148','1'
'600531700148','1'
'600532770147','1'
'600536350147','1'
'600536390143','1'
'600538530343','2'
'600546320147','1'
'600546570147','1'
'600546570444','1'
'600549790148','1'
'600550140144','2'
'600553170140','1'
'600553330140','1'
'600554130144','1'
'600559720142','1'
'600562710148','2'
'600564360141','2'
'600565120146','1'
'600570390149','1'
'600574570146','1'
'600577790141','2'
'600577950141','1'
'600579700145','1'
'600583190149','1'
'600583350149','2'
'600584340146','1'
'600585770147','1'
'600587120248','1'
'600589730147','2'
'600593750148','1'
'600593910148','2'
'600598720147','1'
'600598980147','1'
'600599310147','1'
'600600310140','1'
'600600710240','1'
'600605930143','1'
'600606350142','1'
'600606360140','1'
'600607330146','1'
'600608770147','1'
'600610170148','1'
'600610330148','1'
'600611190144','1'
'600611500144','1'
'600611750244','1'
'600617100145','1'
'600618770141','1'
'600618930141','1'
'600619150143','1'
'600619310143','2'
'600620180142','1'
'600620310141','1'
'600622390447','1'
'600622790141','2'
'600622950141','1'
'600629340141','1'
'600629350245','1'
'600629590141','1'
'600641710145','1'
'600642130146','2'
'600643120344','1'
'600643780147','1'
'600646120146','2'
'600646380146','2'
'600649710141','2'
'600649790148','2'
'600650180247','1'
'600653370145','1'
'600654140142','1'
'600654150246','1'
'600655780140','1'
'600656100145','1'
'600656360145','1'
'600657120145','1'
'600657380145','2'
'600659750148','1'
'600659910148','1'
'600659950144','1'
'600662380241','1'
'600662710148','1'
'600662970148','1'
'600664520146','2'
'600666560149','2'
'600667150245','1'
'600667310245','2'
'600669360149','1'
'600669760140','1'
'600669760249','1'
'600670300144','1'
'600673170143','2'
'600673720142','2'
'600680370144','1'
'600684180142','1'
'600684190141','1'
'600685370241','1'
'600686390143','1'
'600687770140','1'
'600688770145','1'
'600694700148','1'
'600694960148','2'
'600698940147','1'
'600700320243','2'
'600707110146','1'
'600712130142','1'
'600713180146','1'
'600713590146','1'
'600714160144','1'
'600714350146','1'
'600717140148','2'
'600717550148','2'
'600717710147','1'
'600724140243','1'
'600730380145','2'
'600733160144','1'
'600733320144','2'
'600733720143','2'
'600741140144','1'
'600741140441','1'
'600742750141','1'
'600743160144','2'
'600743320144','2'
'600743570144','2'
'600745190146','1'
'600749780146','1'
'600751160145','2'
'600751320145','2'
'600752110143','1'
'600752150141','1'
'600752310141','1'
'600753100149','1'
'600753510149','1'
'600754140342','1'
'600755130143','2'
'600755540143','2'
'600757720145','1'
'600763360243','1'
'600764170146','1'
'600764340145','1'
'600764580146','2'
'600765550147','1'
'600767500140','1'
'600768780142','2'
'600772530142','1'
'600773100142','1'
'600773150141','1'
'600773310141','1'
'600773360142','2'
'600774940143','1'
'600776330141','2'
'600777110243','2'
'600778130147','1'
'600790170147','1'
'600790330147','1'
'600791160246','1'
'600791160543','1'
'600792560147','2'
'600793370140','1'
'600793780141','1'
'600794160147','1'
'600794160444','1'
'600794570147','1'
'600796550140','1'
'600800110140','1'
'600801150147','1'
'600806990148','1'
'600809760144','1'
'600812170149','1'
'600813110143','1'
'600813370143','2'
'600818730142','1'
'600818990142','1'
'600822320142','1'
'600824740145','1'
'600825180141','1'
'600825320142','1'
'600825340141','1'
'600826360148','1'
'600826510148','1'
'600827350146','1'
'600828170146','1'
'600828580146','1'
'600828790141','1'
'600829770146','2'
'600841100149','1'
'600841720145','2'
'600843370147','1'
'600846390144','1'
'600847130144','1'
'600848390348','1'
'600848740147','1'
'600849320243','1'
'600853310140','1'
'600855570143','1'
'600857760145','1'
'600858710148','1'
'600860170242','2'
'600861150144','2'
'600864120145','1'
'600864380145','1'
'600864530145','2'
'600868100240','1'
'600868100349','2'
'600872700144','2'
'600880330144','2'
'600881180141','2'
'600881340141','2'
'600882120245','1'
'600884760142','1'
'600888700149','1'
'600888960149','1'
'600890720145','1'
'600894310141','1'
'600897770146','1'
'600898120148','1'
'600898160141','2'
'600898320141','1'
'600898380148','2'
'600898530148','1'
'600898570141','1'
'600901580149','1'
'600901990140','2'
'600903100242','2'
'600906180144','2'
'600907110144','1'
'600909320147','1'
'600909570147','1'
'600910130143','2'
'600911140148','1'
'600913560348','2'
'600918770149','2'
'600918930149','1'
'600919530147','1'
'600922150149','2'
'600922710140','1'
'600925100347','1'
'600926770148','2'
'600927120146','1'
'600927530146','2'
'600929110143','1'
'600929520143','1'
'600932550142','1'
'600933950142','1'
'600935700141','1'
'600937100141','1'
'600939700141','1'
'600942120149','1'
'600946770144','1'
'600951150146','1'
'600951560146','2'
'600952590144','1'
'600953520544','2'
'600954350143','1'
'600962100140','1'
'600962120141','1'
'600962380141','1'
'600963170240','1'
'600963170349','1'
'600966720143','1'
'600969300141','2'
'600969550141','2'
'600974170141','2'
'600974330141','2'
'600974580141','2'
'600976710141','1'
'600977170144','1'
'600985720145','2'
'600985980145','2'
'600988180142','1'
'600991150141','1'
'600992520148','2'
'600994350148','1'
'600996110142','1'
'600996710141','1'
'600996970141','2'
'601015580144','1'
'601021180141','1'
'601027330147','1'
'601029560144','2'
'601067570141','1'
'601067980241','2'
'601067980647','2'
'601072160149','2'
'601089960141','1'
'601097740145','1'
'601103140140','2'
'601103550140','2'
'601125720142','1'
'601125980142','1'
'601125980548','1'
'601129520140','2'
'601129520249','1'
'601137190148','2'
'601137350148','2'
'601137500148','2'
'601141590149','2'
'601142120146','2'
'601142530146','1'
'601150300245','2'
'601152500244','2'
'601155970148','1'
'601162160142','1'
'601169140140','1'
'601169140249','1'
'601169550140','2'
'601174160144','1'
'601174320144','1'
'601185140141','2'
'601185550141','2'
'601192750145','2'
'601194910142','1'
'601196100141','1'
'601196360141','1'
'601196510141','2'
'601200990145','1'
'601218900142','2'
'601226190140','1'
'601226500140','1'
'601230160144','2'
'601234140145','2'
'601234300145','2'
'601234550145','2'
'601238510146','1'
'601239160146','2'
'601239340141','1'
'601239590141','1'
'601242910142','1'
'601243180141','1'
'601243590141','1'
'601245150141','2'
'601248150147','1'
'601248560147','1'
'601248920142','1'
'601250110144','1'
'601250370144','1'
'601260110147','1'
'601260520147','1'
'601261100146','1'
'601261360146','1'
'601261510146','1'
'601267350141','1'
'601267500141','1'
'601272160148','1'
'601272570148','2'
'601299700146','2'
'601299960146','1'
'601302560246','1'
'601306310246','1'
'601309530142','1'
'601312310141','2'
'601321790148','2'
'601321950148','2'
'601336140146','1'
'601336300146','1'
'601336550146','1'
'601354100148','1'
'601354360148','1'
'601354510148','2'
'601357300344','2'
'601357700147','1'
'601358170141','1'
'601358330141','2'
'601358580141','1'
'601359500146','1'
'601375190144','2'
'601375350144','1'
'601375500144','1'
'601384120140','2'
'601384380140','2'
'601387340144','1'
'601389350146','1'
'601396130147','1'
'601401930144','2'
'601407120141','1'
'601407380141','1'
'601407530141','1'
'601415730142','2'
'601415990142','2'
'601418190145','1'
'601418500145','1'
'601424740142','2'
'601424900142','2'
'601430110141','1'
'601433770143','1'
'601438170240','2'
'601447180146','2'
'601447590146','2'
'601458100148','1'
'601458510148','1'
'601459970141','2'
'601464730148','1'
'601468980340','2'
'601468980449','2'
'601474160140','1'
'601474570140','1'
'601477160149','1'
'601477320149','1'
'601477570149','2'
'601477980140','2'
'601479110148','1'
'601482900143','2'
'601483120148','1'
'601483530148','1'
'601483540140','1'
'601494540144','1'
'601497180141','1'
'601497340141','1'
'601499110146','2'
'601503120143','1'
'601512120140','2'
'601512970141','1'
'601519360148','1'
'601536370144','2'
'601536520144','1'
'601574180143','2'
'601577560147','2'
'601577970247','2'
'601579980142','1'
'601583110146','1'
'601583520146','1'
'601589910144','1'
'601589970148','1'
'601593110342','2'
'601593770145','1'
'601593930145','1'
'601597940147','1'
'601608950144','1'
'601611110141','1'
'601611370141','2'
'601611520141','2'
'601618130147','1'
'601618390147','2'
'601618540147','2'
'601619170141','2'
'601622310147','1'
'601622510143','1'
'601622560147','1'
'601638750147','2'
'601638910147','1'
'601641730142','1'
'601641990142','1'
'601655140146','1'
'601655550146','2'
'601656120142','1'
'601656380142','1'
'601656530142','1'
'601657550142','1'
'601659770145','1'
'601659930145','1'
'601662730145','1'
'601662990145','1'
'601664540143','2'
'601670160141','1'
'601670570141','2'
'601674960147','1'
'601682170141','2'
'601682330141','1'
'601682580141','2'
'601687130146','1'
'601687540146','2'
'601698700144','1'
'601711790141','2'
'601714180141','2'
'601714590141','1'
'601733180141','1'
'601733180149','2'
'601733590141','1'
'601733900140','1'
'601743180141','2'
'601743340141','2'
'601743590141','1'
'601743900241','1'
'601746720142','1'
'601749960143','1'
'601751180142','2'
'601751590142','1'
'601755560140','1'
'601757160147','1'
'601767180147','1'
'601768140148','1'
'601774300149','1'
'601790350144','1'
'601792170144','1'
'601792330144','1'
'601806750145','2'
'601809130143','1'
'601812750148','1'
'601818500148','1'
'601827110143','1'
'601828150147','1'
'601828190143','1'
'601828500143','1'
'601828560147','1'
'601846710148','1'
'601848310345','1'
'601848710148','1'
'601848920144','1'
'601848970148','1'
'601857780142','1'
'601860140147','1'
'601860550147','2'
'601880190141','1'
'601880500141','1'
'601890900142','1'
'601894170247','2'
'601907130141','1'
'601907910146','1'
