CONTROL,RCARP,RCLOT,RCOST,RGROC,RKIDC,RMEDI,ROTHE,RUTIL
'149929920143','-9','-9','-9','-9','-9','-9','-9','-9'
'150670560147','-9','-9','-9','-9','-9','-9','2','-9'
'150711053057','-9','-9','-9','-9','-9','-9','-9','-9'
'150711780147','-9','-9','-9','-9','-9','-9','-9','-9'
'150711940147','-9','-9','-9','-9','-9','-9','2','-9'
'150853203058','-9','-9','-9','-9','-9','-9','-9','-9'
'150853613058','-9','-9','-9','-9','-9','-9','-9','-9'
'150929120146','-9','-9','-9','-9','-9','-9','-9','-9'
'150929380146','-9','-9','-9','-9','-9','-9','-9','-9'
'150929863059','-9','-9','-9','-9','-9','-9','-9','-9'
'151357563051','-9','-9','-9','-9','-9','-9','-9','-9'
'151670813057','-9','-9','-9','-9','-9','-9','-9','-9'
'151711073054','-9','-9','-9','-9','-9','-9','-9','-9'
'151853223055','-9','-9','-9','-9','-9','-9','-9','-9'
'151929140143','-9','-9','-9','-9','-9','-9','-9','-9'
'152711720141','-9','-9','-9','-9','-9','-9','-9','-9'
'152711980141','-9','-9','-9','-9','-9','-9','-9','-9'
'152853653052','-9','-9','-9','-9','-9','-9','-9','-9'
'152929570140','-9','-9','-9','-9','-9','-9','-9','-9'
'153150273055','-9','-9','-9','-9','-9','-9','-9','-9'
'153288763054','-9','-9','-9','-9','-9','-9','-9','-9'
'153596763153','-9','-9','-9','-9','-9','-9','-9','-9'
'153711590147','-9','-9','-9','-9','-9','-9','-9','-9'
'153929263059','-9','-9','-9','-9','-9','-9','-9','-9'
'154549610148','-9','-9','-9','-9','-9','-9','-9','-9'
'154596450149','-9','-9','-9','-9','-9','-9','-9','-9'
'154596533050','-9','-9','-9','-9','-9','-9','2','-9'
'155549640342','-9','-9','-9','-9','-9','-9','-9','-9'
'155549890145','-9','-9','-9','-9','-9','-9','-9','-9'
'155596563056','-9','-9','-9','-9','-9','-9','-9','-9'
'155596640243','-9','-9','-9','-9','-9','-9','-9','-9'
'155711063051','-9','-9','-9','-9','-9','-9','-9','-9'
'155711950141','-9','-9','-9','-9','-9','-9','-9','-9'
'156288660141','-9','-9','-9','-9','-9','-9','-9','-9'
'156549400142','-9','-9','-9','-9','-9','-9','-9','-9'
'156549810142','-9','-9','-9','-9','-9','-9','-9','-9'
'157288020147','-9','-9','-9','-9','-9','-9','-9','-9'
'157549270148','-9','-9','-9','-9','-9','-9','-9','-9'
'157596193050','-9','-9','-9','-9','-9','-9','-9','-9'
'157596420149','-9','-9','-9','-9','-9','-9','-9','-9'
'157596830149','-9','-9','-9','-9','-9','-9','-9','-9'
'158288040144','-9','-9','-9','-9','-9','-9','-9','-9'
'158288113057','-9','-9','-9','-9','-9','-9','-9','-9'
'158288373057','-9','-9','-9','-9','-9','-9','-9','-9'
'158549290145','-9','-9','-9','-9','-9','-9','-9','-9'
'158549600145','-9','-9','-9','-9','-9','-9','-9','-9'
'158549773058','-9','-9','-9','-9','-9','-9','-9','-9'
'158549933058','-9','-9','-9','-9','-9','-9','-9','-9'
'158596373156','-9','-9','-9','-9','-9','-9','-9','-9'
'158929833153','-9','-9','-9','-9','-9','-9','-9','-9'
'159288060141','-9','-9','-9','-9','-9','-9','2','-9'
'159288133054','-9','-9','-9','-9','-9','-9','-9','-9'
'159288393054','-9','-9','-9','-9','-9','-9','1','-9'
'159288543054','-9','-9','-9','-9','-9','-9','-9','-9'
'159549210142','-9','-9','-9','-9','-9','-9','-9','-9'
'159549620142','-9','-9','-9','-9','-9','-9','2','-9'
'159549793055','-9','-9','-9','-9','-9','-9','-9','-9'
'159596460143','-9','-9','-9','-9','-9','-9','-9','-9'
'159853110148','-9','-9','-9','-9','-9','-9','-9','-9'
'159853370148','-9','-9','-9','-9','-9','-9','-9','-9'
'159929043059','-9','-9','-9','-9','-9','-9','-9','-9'
'160288640147','-9','-9','-9','-9','-9','-9','-9','-9'
'160549890148','-9','-9','-9','-9','-9','-9','-9','-9'
'160596563059','-9','-9','-9','-9','-9','-9','-9','-9'
'160596713050','-9','-9','-9','-9','-9','-9','-9','-9'
'160596973050','-9','-9','-9','-9','-9','-9','-9','-9'
'160929390143','-9','-9','-9','-9','-9','-9','-9','-9'
'161288250144','-9','-9','-9','1','-9','-9','2','-9'
'161288993057','-9','-9','-9','-9','-9','-9','-9','-9'
'161494310144','-9','-9','-9','-9','-9','-9','-9','-9'
'161494560144','-9','-9','-9','-9','-9','-9','-9','-9'
'161549810145','-9','1','1','-9','-9','1','2','1'
'161596000143','-9','-9','-9','-9','-9','-9','-9','-9'
'161670180141','-9','-9','-9','-9','-9','-9','-9','-9'
'161929483053','-9','-9','-9','-9','-9','-9','-9','-9'
'162288270141','-9','-9','-9','-9','-9','-9','-9','-9'
'162288680141','-9','-9','-9','-9','-9','-9','-9','-9'
'162288913054','-9','-9','-9','-9','-9','-9','-9','-9'
'162596503053','-9','-9','-9','-9','-9','-9','-9','-9'
'162711330147','-9','-9','-9','-9','-9','-9','-9','-9'
'162929253059','-9','-9','-9','-9','-9','-9','1','-9'
'163288773051','-9','-9','-9','-9','-9','-9','-9','-9'
'163549290148','-9','-9','-9','-9','-9','-9','-9','-9'
'163579863058','-9','-9','-9','-9','-9','-9','-9','-9'
'163596113050','-9','-9','-9','-9','-9','-9','-9','-9'
'163596373050','-9','-9','-9','-9','-9','-9','-9','-9'
'164037073053','-9','-9','-9','-9','-9','-9','-9','-9'
'164288060144','-9','-9','-9','-9','-9','-9','-9','-9'
'164288133057','-9','-9','-9','-9','-9','-9','-9','-9'
'164288393057','-9','-9','-9','-9','-9','1','2','-9'
'164579140142','-9','-9','-9','-9','-9','-9','-9','-9'
'164579883055','-9','-9','-9','-9','-9','-9','-9','-9'
'164670223054','-9','-9','-9','-9','-9','-9','2','-9'
'164670633054','-9','-9','-9','1','-9','1','2','-9'
'164926520145','-9','-9','-9','-9','-9','-9','-9','-9'
'165037253050','-9','-9','-9','-9','-9','-9','-9','-9'
'165037663050','-9','-9','-9','-9','-9','-9','2','-9'
'165037990149','-9','-9','1','-9','-9','-9','2','-9'
'165288723054','-9','-9','-9','-9','-9','-9','1','-9'
'165288983054','-9','-9','-9','-9','-9','-9','-9','-9'
'165502633053','-9','-9','-9','-9','-9','-9','-9','-9'
'165579170148','-9','-9','-9','1','-9','-9','2','-9'
'165596090140','-9','-9','-9','-9','-9','-9','-9','-9'
'165596090249','-9','-9','-9','-9','-9','-9','-9','-9'
'165596323053','-9','-9','-9','-9','-9','-9','-9','-9'
'165596573053','-9','-9','-9','-9','-9','-9','-9','-9'
'166037750146','-9','-9','-9','-9','-9','-9','-9','-9'
'166258960141','-9','-9','-9','-9','-9','-9','-9','-9'
'166288010147','-9','-9','-9','-9','-9','-9','-9','-9'
'166288903051','-9','-9','-9','-9','-9','-9','-9','-9'
'166494493051','-9','-9','-9','-9','-9','-9','-9','-9'
'166494570247','-9','-9','-9','-9','-9','-9','-9','-9'
'166502093059','-9','-9','-9','-9','-9','-9','-9','-9'
'166502980149','-9','-9','-9','-9','-9','-9','-9','-9'
'166579190145','-9','-9','-9','-9','-9','-9','-9','-9'
'166579350145','-9','-9','-9','-9','-9','-9','-9','-9'
'166579423058','-9','-9','-9','-9','-9','-9','2','-9'
'166579500145','-9','-9','-9','-9','-9','-9','-9','-9'
'166579833058','-9','-9','-9','-9','-9','-9','-9','-9'
'166596183050','-9','-9','-9','-9','-9','-9','-9','-9'
'166596593050','-9','-9','-9','-9','-9','-9','-9','-9'
'166670273057','-9','-9','-9','-9','-9','-9','-9','-9'
'166670683057','-9','-9','-9','-9','-9','-9','2','-9'
'166778960145','-9','-9','-9','-9','-9','-9','-9','-9'
'166926160148','-9','-9','-9','-9','-9','-9','-9','-9'
'166926570148','-9','-9','-9','-9','-9','-9','-9','-9'
'167037043053','-9','-9','-9','-9','-9','-9','2','-9'
'167383160141','-9','-9','-9','-9','-9','-9','2','-9'
'167383320141','-9','-9','-9','-9','-9','-9','-9','-9'
'167383570141','-9','-9','-9','-9','-9','-9','-9','-9'
'167494180244','-9','-9','-9','-9','-9','-9','-9','-9'
'167502013056','-9','-9','-9','-9','-9','-9','-9','-9'
'167502900146','-9','-9','-9','-9','-9','-9','-9','-9'
'167579110142','-9','-9','-9','-9','-9','-9','-9','-9'
'167579370142','-9','-9','-9','-9','-9','-9','-9','-9'
'167579520142','-9','-9','-9','-9','-9','-9','-9','-9'
'167579853055','-9','-9','-9','-9','-9','-9','-9','-9'
'167670293054','-9','-9','-9','-9','-9','-9','-9','-9'
'167670603054','-9','-9','-9','-9','-9','-9','-9','-9'
'167778720142','-9','-9','-9','-9','-9','-9','-9','-9'
'167778980142','-9','-9','-9','-9','-9','-9','-9','-9'
'167926180145','-9','-9','-9','-9','-9','-9','-9','-9'
'167926340145','-9','-9','-9','-9','-9','-9','-9','-9'
'167926413058','-9','-9','-9','-9','-9','-9','2','-9'
'168037540149','-9','-9','-9','-9','-9','-9','-9','-9'
'168037790140','-9','-9','-9','-9','-9','-9','-9','-9'
'168288450341','-9','1','1','1','-9','-9','2','-9'
'168550823255','-9','-9','-9','-9','-9','-9','-9','-9'
'168550900145','-9','-9','-9','-9','-9','-9','-9','-9'
'168579463052','-9','-9','-9','-9','-9','-9','-9','-9'
'168583823156','-9','1','1','1','-9','1','2','1'
'168583823453','-9','-9','-9','-9','-9','-9','-9','-9'
'168670213051','-9','-9','-9','-9','-9','-9','-9','-9'
'168778340148','-9','-9','-9','-9','-9','-9','-9','-9'
'168778590148','-9','-9','-9','-9','-9','-9','-9','-9'
'168926100142','1','-9','-9','-9','-9','1','2','-9'
'168926510142','-9','-9','-9','-9','-9','-9','-9','-9'
'169037150146','-9','-9','-9','-9','-9','-9','-9','-9'
'169037310146','-9','-9','-9','-9','-9','-9','-9','-9'
'169037893059','-9','-9','-9','-9','-9','-9','2','-9'
'169129760146','-9','-9','-9','-9','-9','-9','-9','-9'
'169129920146','-9','-9','-9','-9','-9','-9','-9','-9'
'169258360141','-9','-9','-9','-9','-9','-9','-9','-9'
'169258510141','-9','-9','-9','-9','-9','-9','-9','-9'
'169258843054','-9','-9','-9','-9','-9','-9','-9','-9'
'169383360244','-9','-9','-9','-9','-9','-9','-9','-9'
'169494613051','-9','-9','-9','-9','-9','-9','2','-9'
'169502940140','-9','-9','-9','-9','-9','-9','-9','-9'
'169550920142','-9','-9','-9','-9','-9','-9','-9','-9'
'169579233058','-9','-9','-9','-9','-9','-9','-9','-9'
'169579643058','-9','-9','-9','-9','-9','-9','-9','-9'
'169583360240','-9','-9','-9','-9','-9','-9','-9','-9'
'169583510240','-9','-9','-9','-9','-9','-9','-9','-9'
'169583510349','-9','-9','-9','-9','-9','-9','-9','-9'
'169596880249','-9','-9','-9','-9','-9','-9','-9','-9'
'169670083057','-9','-9','-9','-9','-9','-9','-9','-9'
'169670970147','-9','-9','-9','-9','-9','-9','2','-9'
'169778510145','-9','-9','-9','-9','-9','-9','-9','-9'
'170037663053','-9','-9','-9','-9','-9','-9','-9','-9'
'170129120140','-9','-9','-9','-9','-9','-9','-9','-9'
'170258053057','-9','-9','-9','-9','-9','-9','-9','-9'
'170288240144','-9','-9','-9','-9','-9','-9','-9','-9'
'170288490244','-9','-9','-9','-9','-9','-9','-9','-9'
'170288983057','-9','-9','-9','-9','-9','-9','-9','-9'
'170494550144','-9','-9','-9','-9','-9','-9','-9','-9'
'170494883057','1','-9','-9','1','-9','1','2','-9'
'170550203058','-9','-9','-9','-9','-9','-9','-9','-9'
'170550613058','-9','-9','-9','-9','-9','-9','-9','-9'
'170579003052','-9','-9','-9','-9','-9','-9','-9','-9'
'170579730142','-9','-9','-9','-9','-9','-9','-9','-9'
'170579990142','-9','-9','-9','-9','-9','-9','-9','-9'
'170583120146','-9','-9','-9','-9','-9','-9','-9','-9'
'170583380146','-9','-9','-9','-9','-9','-9','-9','-9'
'170583530146','-9','-9','-9','-9','-9','-9','2','-9'
'170596240243','-9','-9','-9','-9','-9','-9','-9','-9'
'170596490343','-9','-9','-9','-9','-9','-9','-9','-9'
'170596573056','-9','-9','-9','-9','-9','-9','-9','-9'
'170670330141','-9','-9','-9','-9','-9','-9','-9','-9'
'170670403054','-9','-9','-9','-9','-9','-9','-9','-9'
'170670580141','-9','-9','-9','-9','-9','-9','-9','-9'
'170670813054','-9','-9','-9','-9','-9','-9','2','-9'
'170926960145','-9','-9','-9','-9','-9','-9','-9','-9'
'171037273050','-9','-9','-9','-9','-9','-9','-9','-9'
'171037683050','-9','-9','-9','-9','-9','-9','-9','-9'
'171037750149','-9','-9','-9','-9','-9','-9','-9','-9'
'171037910149','-9','-9','-9','-9','-9','-9','-9','-9'
'171258960144','-9','-9','-9','-9','-9','-9','-9','-9'
'171383550147','-9','-9','-9','-9','-9','-9','2','-9'
'171550633055','-9','-9','-9','-9','-9','-9','-9','-9'
'171579190148','-9','-9','-9','-9','-9','-9','-9','-9'
'171579350148','-9','-9','-9','-9','-9','-9','-9','-9'
'171579500148','-9','-9','-9','-9','-9','-9','-9','-9'
'171583140143','-9','-9','-9','-9','-9','-9','-9','-9'
'171583473056','-9','-9','-9','-9','-9','-9','-9','-9'
'171583550143','-9','-9','-9','-9','-9','-9','-9','-9'
'171596183053','-9','-9','-9','-9','-9','-9','-9','-9'
'171596343053','-9','-9','-9','-9','-9','-9','-9','-9'
'171596593053','-9','-9','-9','-9','-9','1','2','-9'
'171670423051','-9','-9','-9','-9','-9','-9','-9','-9'
'171670833051','-9','-9','-9','-9','-9','-9','-9','-9'
'171822960247','-9','-9','-9','-9','-9','-9','-9','-9'
'171846740145','-9','-9','-9','-9','-9','-9','-9','-9'
'172037043056','-9','-9','-9','-9','-9','-9','-9','-9'
'172037770146','-9','-9','-9','-9','-9','-9','2','-9'
'172037930146','-9','-9','-9','-9','-9','-9','-9','-9'
'172238970240','-9','-9','-9','-9','-9','-9','-9','-9'
'172238970349','-9','-9','-9','-9','-9','-9','-9','-9'
'172258093051','-9','-9','-9','-9','-9','-9','-9','-9'
'172258720141','-9','-9','-9','-9','-9','-9','-9','-9'
'172258980141','-9','-9','-9','-9','-9','-9','-9','-9'
'172273970547','-9','-9','-9','-9','-9','-9','-9','-9'
'172288280247','-9','-9','-9','-9','-9','-9','2','-9'
'172500980145','-9','-9','-9','-9','-9','-9','-9','-9'
'172502013059','-9','-9','-9','-9','-9','-9','-9','-9'
'172550653052','-9','-9','-9','-9','-9','-9','-9','-9'
'172579110145','-9','-9','-9','-9','-9','-9','-9','-9'
'172579370145','-9','-9','-9','-9','-9','-9','-9','-9'
'172583160140','-9','-9','-9','-9','-9','-9','-9','-9'
'172583493053','-9','-9','-9','1','1','1','2','-9'
'172822160144','-9','-9','-9','-9','-9','-9','-9','-9'
'172926590148','-9','-9','-9','-9','-9','-9','-9','-9'
'173037950143','-9','-9','-9','-9','-9','-9','-9','-9'
'173238580246','-9','-9','-9','-9','-9','-9','-9','-9'
'173273330147','-9','-9','-9','-9','-9','-9','-9','-9'
'173273580147','-9','-9','-9','-9','-9','-9','-9','-9'
'173288200244','-9','-9','-9','-9','-9','-9','-9','-9'
'173319940149','-9','-9','-9','-9','-9','-9','-9','-9'
'173494283057','-9','-9','-9','-9','-9','-9','-9','-9'
'173500410142','-9','-9','-9','-9','-9','-9','-9','-9'
'173502033056','-9','-9','-9','-9','-9','-9','-9','-9'
'173502760146','-9','-9','-9','-9','-9','-9','2','-9'
'173502920146','-9','-9','-9','-9','-9','-9','-9','-9'
'173550740148','-9','-9','-9','1','-9','1','2','-9'
'173579130142','-9','-9','-9','-9','-9','-9','-9','-9'
'173583413050','-9','-9','-9','-9','-9','-9','-9','-9'
'173822670141','-9','-9','-9','-9','-9','-9','2','-9'
'173926360145','-9','-9','-9','-9','-9','-9','-9','-9'
'173926510145','-9','-9','-9','-9','-9','-9','2','-9'
'173926843058','-9','-9','-9','-9','-9','-9','-9','-9'
'174037083050','-9','-9','-9','-9','-9','-9','-9','-9'
'174037083159','-9','-9','-9','-8','-9','-9','-8','-9'
'174037560149','-9','-9','-9','-9','-9','-9','-9','-9'
'174037710140','-9','-9','-9','-9','-9','-9','-9','-9'
'174037970140','-9','-9','-9','-9','-9','-9','-9','-9'
'174258100144','-9','-9','-9','-9','-9','-9','-9','-9'
'174273190144','-9','-9','-9','-9','-9','-9','-9','-9'
'174273350144','-9','-9','-9','-9','-9','-9','-9','-9'
'174281750145','-9','-9','-9','-9','-9','-9','-9','-9'
'174319700146','-9','-9','-9','-9','-9','-9','-9','-9'
'174494613054','-9','1','-9','1','-9','1','2','-9'
'174500690148','-9','-9','-9','-9','-9','-9','-9','-9'
'174502780143','-9','-9','-9','-9','-9','-9','-9','-9'
'174502940143','-9','-9','-9','-9','-9','-9','-9','-9'
'174583693056','-9','-9','-9','-9','-9','-9','-9','-9'
'174846140145','-9','-9','-9','-9','-9','-9','-9','-9'
'174846700245','-9','-9','-9','-9','-9','-9','-9','-9'
'174926453055','-9','-9','-9','-9','-9','-9','-9','-9'
'174926863055','-9','-9','-9','-9','-9','-9','-9','-9'
'175037413256','-9','-9','-9','-9','-9','-9','-9','-9'
'175037740146','-9','-9','-9','-9','-9','-9','2','-9'
'175150573052','-9','-9','-9','-9','-9','-9','-9','-9'
'175238120140','-9','-9','-9','-9','-9','-9','-9','-9'
'175258790141','-9','-9','-9','-9','-9','-9','2','-9'
'175273780141','-9','-9','-9','-9','-9','-9','2','-9'
'175273940141','-9','-9','-9','-9','-9','-9','-9','-9'
'175336983053','-9','-9','-9','-9','-9','-9','-9','-9'
'175357720141','-9','-9','-9','-9','-9','-9','-9','-9'
'175357800141','-9','-9','-9','-9','-9','-9','-9','-9'
'175383130144','-9','-9','-9','-9','-9','-9','-9','-9'
'175383390144','-9','-9','-9','-9','-9','-9','-9','-9'
'175383540144','-9','-9','-9','-9','-9','-9','-9','-9'
'175494893051','-9','-9','-9','-9','-9','-9','-9','-9'
'175500460145','-9','-9','-9','-9','-9','-9','-9','-9'
'175500870145','-9','-9','-9','-9','-9','-9','-9','-9'
'175502233050','-9','-9','-9','-9','-9','-9','-9','-9'
'175502643050','-9','-9','-9','-9','-9','-9','-9','-9'
'175502710149','-9','-9','-9','-9','-9','-9','-9','-9'
'175550213052','-9','-9','-9','-9','-9','-9','-9','-9'
'175577580141','-9','-9','-9','-9','-9','-9','-9','-9'
'175579180145','-9','-9','-9','-9','-9','-9','-9','-9'
'175579340145','-9','-9','-9','-9','-9','-9','-9','-9'
'175579413058','-9','-9','-9','-9','-9','-9','-9','-9'
'175583130140','-9','-9','-9','-9','-9','-9','-9','-9'
'175670413157','-9','-9','-9','-9','-9','-9','-9','-9'
'175670673057','-9','-9','-9','-9','-9','-9','-9','-9'
'175778790145','-9','-9','-9','-9','-9','-9','-9','-9'
'175778950145','-9','-9','-9','-9','-9','-9','-9','-9'
'175822210144','-9','-9','-9','-9','-9','-9','-9','-9'
'175926150148','-9','-9','-9','-9','-9','-9','-9','-9'
'175926310148','-9','-9','-9','-9','-9','-9','-9','-9'
'176037920143','-9','-9','-9','-9','-9','-9','-9','-9'
'176150740148','-9','-9','-9','-9','-9','-9','-9','-9'
'176150900148','-9','-9','-9','-9','-9','-9','-9','-9'
'176319750149','-9','-9','-9','-9','-9','-9','-9','-9'
'176336010146','-9','-9','-9','-9','-9','-9','-9','-9'
'176336673059','-9','-9','-9','-9','-9','-9','-9','-9'
'176357340147','-9','-9','-9','-9','-9','-9','-9','-9'
'176383310141','-9','-9','-9','-9','-9','-9','-9','-9'
'176384320240','-9','-9','-9','-9','-9','-9','-9','-9'
'176384320349','-9','-9','-9','-9','-9','-9','-9','-9'
'176384653053','-9','-9','-9','-9','-9','-9','-9','-9'
'176494253057','-9','-9','-9','-9','-9','-9','-9','-9'
'176494663057','-9','-9','-9','-9','-9','-9','-9','-9'
'176500230448','-9','-9','-9','-9','-9','-9','-9','-9'
'176500480142','-9','-9','-9','-9','-9','-9','-9','-9'
'176822640141','-9','-9','-9','-9','-9','-9','-9','-9'
'176846190148','-9','-9','-9','-9','-9','-9','-9','-9'
'176926170145','-9','-9','-9','-9','-9','-9','-9','-9'
'176926330145','-9','-9','-9','-9','-9','-9','-9','-9'
'176926580145','-9','-9','-9','-9','-9','-9','-9','-9'
'176954230349','-9','-9','-9','-9','-9','-9','-9','-9'
'177015130241','-9','-9','-9','-9','-9','-9','-9','-9'
'177015130647','-9','-9','-9','-9','-9','-9','-9','-9'
'177037053050','-9','-9','-9','-9','-9','-9','-9','-9'
'177053690143','-9','-9','-9','-9','-9','-9','-9','-9'
'177053920243','-9','-9','-9','-9','-9','-9','-9','-9'
'177053920540','-9','-9','-9','-9','-9','-9','-9','-9'
'177129730149','-9','-9','-9','-9','-9','-9','-9','-9'
'177200130142','-9','-9','-9','-9','-9','-9','-9','-9'
'177200130548','-9','-9','-9','-9','-9','-9','-9','-9'
'177200540142','-9','-9','-9','-9','-9','-9','-9','-9'
'177273320144','-9','-9','-9','-9','-9','-9','2','-9'
'177281720145','-9','-9','-9','-9','-9','-9','-9','-9'
'177281980145','-9','-9','-9','-9','-9','-9','-9','-9'
'177319770146','-9','-9','-9','-9','-9','-9','-9','-9'
'177319930146','-9','-9','-9','-9','-9','-9','-9','-9'
'177336693056','-9','-9','-9','-9','-9','-9','-9','-9'
'177357100144','-9','-9','-9','-9','-9','-9','-9','-9'
'177357280144','-9','-9','-9','-9','-9','-9','-9','-9'
'177357433057','-9','-9','-9','-9','-9','-9','-9','-9'
'177357510144','-9','-9','-9','-9','-9','-9','-9','-9'
'177357843057','-9','-9','-9','-9','-9','-9','-9','-9'
'177379920441','-9','-9','-9','-9','-9','-9','-9','-9'
'177384013059','-9','-9','-9','-9','-9','-9','-9','-9'
'177384673050','-9','-9','-9','-9','-9','-9','-9','-9'
'177384740149','-9','-9','-9','-9','-9','-9','-9','-9'
'177452360149','-9','-9','-9','-9','-9','-9','-9','-9'
