CONTROL,RCARP,RCLOT,RCOST,RGROC,RKIDC,RMEDI,ROTHE,RUTIL
'659596403056','-9','-9','-9','-9','-9','-9','-9','-9'
'659596580143','-9','-9','-9','-9','-9','-9','-9','-9'
'659596813056','-9','-9','-9','-9','-9','-9','-9','-9'
'659711643051','-9','-9','-9','-9','-9','-9','-9','-9'
'659929560149','-9','-9','-9','-9','-9','-9','-9','-9'
'660288423051','-9','-9','-9','-9','-9','-9','1','-9'
'660549190148','-9','-9','-9','-9','-9','-9','-9','-9'
'660549350148','-9','-9','-9','-9','-9','-9','2','-9'
'660549500148','-9','1','1','1','-9','-9','2','-9'
'660596023059','-9','-9','-9','-9','-9','-9','-9','-9'
'660596750149','-9','-9','-9','-9','-9','-9','-9','-9'
'661288293057','-9','-9','-9','-9','-9','-9','-9','-9'
'661502420146','-9','-9','-9','-9','-9','-9','-9','-9'
'661549443058','-9','-9','-9','-9','-9','-9','-9','-9'
'661853910142','-9','-9','-9','-9','-9','-9','-9','-9'
'662494373054','-9','-9','-9','-9','-9','-9','-9','-9'
'662549390142','-9','-9','-9','-9','-9','-9','-9','-9'
'662549540142','-9','-9','-9','-9','-9','-9','-9','-9'
'662549873055','-9','-9','-9','-9','-9','-9','-9','-9'
'662549950242','-9','-9','-9','-9','-9','-9','-9','-9'
'662596063053','-9','-9','-9','-9','-9','-9','-9','-9'
'662853520148','-9','-9','-9','-9','-9','-9','-9','-9'
'662929043059','-9','-9','-9','-9','-9','-9','-9','-9'
'663549483052','-9','-9','-9','-9','-9','-9','-9','-9'
'663549893052','-9','-9','-9','-9','-9','-9','-9','-9'
'663596150149','-9','-9','-9','-9','-9','-9','-9','-9'
'663596560149','-9','-9','-9','-9','-9','-9','-9','-9'
'663596710140','1','1','1','-9','1','-9','2','1'
'664288003057','-9','-9','-9','-9','-9','-9','-9','-9'
'664579263055','-9','-9','-9','-9','-9','-9','-9','-9'
'664579673055','-9','-9','-9','-9','-9','-9','-9','-9'
'664596170146','-9','-9','-9','-9','-9','-9','-9','-9'
'664596330146','-9','-9','-9','1','-9','1','2','1'
'664596580146','-9','-9','-9','1','-9','-9','2','1'
'664670740144','-9','-9','-9','-9','-9','-9','-9','-9'
'665037110149','-9','-9','-9','-9','-9','-9','-9','-9'
'665037370149','-9','-9','-9','-9','-9','-9','-9','-9'
'665037520149','-9','-9','-9','-9','-9','-9','2','-9'
'665037770140','-9','-9','-9','-9','-9','-9','-9','-9'
'665037930140','-9','-9','-9','-9','-9','-9','-9','-9'
'665037930249','-9','-9','-9','-9','-9','-9','-9','-9'
'665494010141','-9','-9','-9','-9','-9','-9','-9','-9'
'665494183054','-9','-9','-9','-9','-9','-9','-9','-9'
'665549843055','1','-9','-9','1','-9','-9','2','1'
'665579443052','-9','-9','-9','-9','-9','-9','-9','-9'
'665579853052','-9','-9','-9','-9','-9','-9','-9','-9'
'665596033053','-9','-9','-9','-9','-9','-9','-9','-9'
'665596760143','-9','-9','-9','-9','-9','-9','-9','-9'
'665670293051','-9','-9','-9','-9','-9','-9','-9','-9'
'665670603051','-9','-9','-9','-9','-9','1','2','-9'
'666037540146','-9','-9','-9','-9','-9','-9','-9','-9'
'666037873059','-9','-9','-9','-9','-9','-9','2','-9'
'666037950246','-9','-9','-9','-9','-9','-9','-9','-9'
'666129740146','-9','-9','-9','-9','-9','-9','-9','-9'
'666258823054','-9','-9','-9','-9','-9','-9','-9','-9'
'666288203051','-9','-9','-9','-9','-9','-9','-9','-9'
'666288780447','-9','-9','-9','-9','-9','-9','-9','-9'
'666494103051','-9','-9','-9','-9','-9','-9','-9','-9'
'666494363051','-9','-9','-9','-9','-9','-9','-9','-9'
'666502690149','-9','-9','-9','-9','-9','-9','2','-9'
'666502840140','-9','-9','-9','-9','-9','-9','-9','-9'
'666549780348','-9','-9','-9','-9','-9','-9','-9','-9'
'666550900142','-9','-9','1','1','-9','-9','2','1'
'666579213058','-9','-9','-9','-9','-9','-9','-9','-9'
'666579623058','-9','-9','-9','-9','-9','-9','-9','-9'
'666583673053','-9','-9','-9','-9','-9','-9','-9','-9'
'666596053050','-9','-9','-9','-9','-9','-9','-9','-9'
'666596120149','-9','-9','-9','-9','-9','-9','-9','-9'
'666596780249','-9','-9','-9','-9','-9','-9','-9','-9'
'666670790147','-9','-9','-9','-9','-9','-9','-9','-9'
'666670950147','-9','-9','-9','-9','-9','-9','2','-9'
'666778340145','-9','-9','-9','-9','-9','-9','-9','-9'
'667037483056','-9','-9','-9','-9','-9','-9','-9','-9'
'667037560143','-9','-9','-9','-9','-9','-9','-9','-9'
'667258433051','-9','-9','-9','-9','-9','-9','-9','-9'
'667258843051','-9','-9','-9','-9','-9','-9','-9','-9'
'667494450147','-9','-9','-9','-9','-9','-9','-9','-9'
'667494860147','-9','-9','-9','-9','-9','-9','-9','-9'
'667502610146','-9','-9','-9','-9','-9','-9','-9','-9'
'667579233055','-9','-9','-9','-9','-9','1','2','-9'
'667579643055','-9','-9','-9','-9','-9','-9','-9','-9'
'667670083054','-9','-9','-9','-9','-9','-9','-9','-9'
'667670970144','-9','-9','-9','-9','-9','-9','-9','-9'
'667778100142','-9','-9','-9','-9','-9','-9','-9','-9'
'667926123058','-9','-9','-9','-9','-9','-9','-9','-9'
'667926533058','-9','-9','-9','-9','-9','-9','-9','-9'
'668037003150','-9','-9','-9','-9','-9','-9','2','-9'
'668037170140','-9','-9','-9','-9','-9','-9','-9','-9'
'668037330140','-9','-9','-9','-9','-9','-9','-9','-9'
'668037403053','-9','-9','-9','-9','-9','-9','-9','-9'
'668037580140','-9','-9','-9','-9','-9','-9','-9','-9'
'668129120149','-9','-9','-9','-9','-9','-9','2','-9'
'668129780140','-9','-9','-9','-9','-9','-9','-9','-9'
'668129940140','-9','-9','-9','-9','-9','-9','-9','-9'
'668258613057','-9','-9','-9','-9','-9','-9','2','-9'
'668579253052','-9','-9','-9','-9','-9','-9','-9','-9'
'668579663052','-9','-9','-9','-9','-9','-9','-9','-9'
'668670003051','-9','-9','-9','-9','-9','-9','-9','-9'
'668670990141','-9','-9','-9','-9','-9','-9','-9','-9'
'669037423050','-9','-9','-9','-9','-9','-9','-9','-9'
'669037683059','-9','-9','-9','-9','-9','-9','-9','-9'
'669129300146','-9','-9','-9','-9','-9','-9','-9','-9'
'669129550146','-9','-9','-9','-9','-9','-9','-9','-9'
'669383960147','-9','-9','-9','-9','-9','-9','-9','-9'
'669494800141','-9','-9','-9','-9','-9','-9','2','-9'
'669502650140','-9','-9','-9','-9','-9','-9','1','-9'
'669550140142','-9','-9','-9','-9','-9','-9','-9','-9'
'669579750148','-9','-9','-9','-9','-9','-9','-9','-9'
'669583960143','-9','-9','-9','-9','-9','-9','-9','-9'
'669670190147','-9','-9','-9','-9','-9','-9','-9','-9'
'669670350147','-9','-9','1','-9','-9','-9','2','-9'
'669670500147','-9','-9','-9','-9','-9','-9','-9','-9'
'669926163052','-9','-9','-9','-9','-9','-9','-9','-9'
'670037043053','-9','-9','-9','-9','-9','-9','-9','-9'
'670037770143','-9','-9','-9','-9','-9','-9','-9','-9'
'670037930143','-9','-9','-9','-9','-9','-9','-9','-9'
'670258320147','-9','-9','-9','-9','-9','-9','-9','-9'
'670258570147','-9','-9','-9','-9','-9','-9','-9','-9'
'670288100244','-9','-9','-9','-9','-9','-9','-9','-9'
'670288283057','-9','-9','-9','-9','-9','-9','-9','-9'
'670383160141','-9','-9','-9','-9','-9','-9','-9','-9'
'670494010144','-9','-9','-9','-9','-9','-9','-9','-9'
'670549360145','-9','-9','-9','-9','-9','-9','2','-9'
'670549433058','-9','-9','-9','-9','-9','-9','-9','-9'
'670549510145','-9','-9','-9','-9','-9','-9','-9','-9'
'670550980148','1','1','1','-7','1','1','-7','1'
'670579110142','-9','-9','-9','-9','-9','-9','-9','-9'
'670579370142','-9','-9','-9','-9','-9','-9','-9','-9'
'670579520142','-9','-9','-9','-9','-9','-9','-9','-9'
'670579853055','-9','-9','-9','-9','-9','-9','-9','-9'
'670583243059','-9','-9','-9','-9','-9','-9','-9','-9'
'670583653059','-9','-9','-9','-9','-9','-9','-9','-9'
'670583803050','-9','-9','-9','-9','-9','-9','-9','-9'
'670596033056','-9','-9','-9','-9','-9','-9','-9','-9'
'670596920146','-9','-9','-9','-9','-9','-9','-9','-9'
'670670293054','-9','-9','-9','-9','-9','-9','-9','-9'
'670670603054','-9','-9','-9','-9','-9','-9','-9','-9'
'670926903058','-9','-9','-9','-9','-9','-9','-9','-9'
'671037063050','-9','-9','-9','-9','-9','-9','-9','-9'
'671037130149','-9','-9','-9','-9','-9','-9','-9','-9'
'671037540149','-9','-9','-9','-9','-9','-9','-9','-9'
'671037790140','-9','-9','-9','-9','-9','-9','2','-9'
'671037790249','-9','-9','-9','-9','-9','-9','-9','-9'
'671258590144','-9','-9','-9','-9','-9','-9','2','-9'
'671258740244','-9','-9','-9','-9','-9','-9','-9','-9'
'671288203054','-9','-9','-9','-9','-9','-9','-9','-9'
'671319780146','-9','-9','-9','-9','-9','-9','-9','-9'
'671383590247','-9','-9','-9','-9','-9','-9','-9','-9'
'671494363054','-9','-9','-9','-9','-9','-9','-9','-9'
'671549120142','-9','-9','-9','-9','-9','-9','-9','-9'
'671549453055','-9','-9','-9','-9','-9','-9','-9','-9'
'671550013055','-9','-9','-9','1','-9','-9','2','-9'
'671550740145','-9','-9','-9','-9','-9','-9','2','-9'
'671550900145','-9','-9','-9','-9','-9','-9','-9','-9'
'671583263056','-9','-9','-9','-9','-9','-9','-9','-9'
'671583673056','-9','-9','-9','-9','-9','-9','-9','-9'
'671670213051','-9','-9','-9','-9','-9','-9','-9','-9'
'671670623051','-9','-9','-9','-9','-9','-9','-9','-9'
'671778180148','-9','-9','-9','-9','-9','-9','-9','-9'
'671778340148','-9','-9','-9','-9','-9','-9','-9','-9'
'671954900149','-9','-9','-9','-9','-9','-9','-9','-9'
'672037150146','-9','-9','-9','-9','-9','-9','-9','-9'
'672037310146','-9','-9','-9','-9','-9','-9','-9','-9'
'672037560146','-9','-9','-9','-9','-9','-9','-9','-9'
'672037893059','-9','-9','-9','-9','-9','-9','-9','-9'
'672288633051','-9','-9','-9','-9','-9','-9','-9','-9'
'672319960143','-9','-9','-9','-9','-9','-9','-9','-9'
'672500100145','-9','-9','-9','-9','-9','-9','-9','-9'
'672500360145','-9','-9','-9','-9','-9','-9','-9','-9'
'672500690145','-9','-9','-9','-9','-9','-9','-9','-9'
'672550920142','-9','-9','-9','-9','-9','-9','-9','-9'
'672579233058','-9','-9','-9','-9','-9','-9','-9','-9'
'672579643058','-9','-9','-9','-9','-9','-9','-9','-9'
'672579970345','-9','-9','-9','-9','-9','-9','-9','-9'
'672670083057','-9','-9','-9','-9','-9','-9','-9','-9'
'672670710147','-9','-9','-9','-9','-9','-9','-9','-9'
'672670970147','-9','-9','-9','-9','-9','-9','-9','-9'
'672778360442','-9','-9','-9','-9','-9','-9','-9','-9'
'672846550142','-9','-9','-9','-9','-9','-9','-9','-9'
'672926943052','-9','-9','-9','-9','-9','-9','-9','-9'
'672954840146','-9','-9','-9','-9','-9','-9','-9','-9'
'673037170143','-9','-9','-9','-9','-9','1','2','-9'
'673238770149','-9','-9','-9','-9','-9','-9','-9','-9'
'673238930149','-9','-9','-9','-9','-9','-9','-9','-9'
'673258863051','-9','-9','-9','-9','-9','-9','-9','-9'
'673494470147','-9','1','1','1','-9','-9','2','1'
'673579253055','-9','-9','-9','-9','-9','-9','-9','-9'
'673579580242','-9','-9','-9','-9','-9','-9','-9','-9'
'673583053059','-9','-9','-9','-9','-9','-9','-9','-9'
'673583203050','-9','-9','-9','-9','-9','-9','-9','-9'
'673596570146','-9','-9','-9','-9','-9','-9','-9','-9'
'673670730144','-9','-9','-9','-9','-9','-9','-9','-9'
'673670990144','-9','-9','-9','-9','-9','-9','-9','-9'
'673926303058','-9','-9','-9','-9','-9','-9','-9','-9'
'673926553058','-9','-9','-9','-9','-9','-9','-9','-9'
'673926630245','-9','-9','-9','-9','-9','-9','-9','-9'
'673954450143','-9','-9','-9','-9','-9','-9','-9','-9'
'674037190140','-9','-9','-9','-9','-9','-9','2','-9'
'674037423053','-9','-9','-9','-9','-9','-9','-9','-9'
'674037500140','1','1','1','1','1','1','2','1'
'674037833053','-9','-9','-9','-9','-9','-9','2','-9'
'674129700140','-9','-9','-9','-9','-9','-9','-9','-9'
'674238790146','-9','-9','-9','-9','-9','-9','-9','-9'
'674238950146','-9','-9','-9','-9','-9','-9','-9','-9'
'674288740144','-9','-9','-9','-9','-9','-9','-9','-9'
'674494490144','-9','-9','-9','-9','-9','-9','-9','-9'
'674502650143','-9','-9','-9','-9','-9','-9','-9','-9'
'674502723056','-9','-9','-9','-9','-9','-9','-9','-9'
'674502983056','-9','-9','-9','-9','-9','-9','-9','-9'
'674550550145','-9','-9','-9','-9','-9','-9','2','-9'
'674577900147','-9','-9','-9','-9','-9','-9','-9','-9'
'674579683052','-9','-9','-9','-9','-9','-9','-9','-9'
'674583700146','-9','-9','-9','-9','-9','-9','-9','-9'
'674670023051','-9','-9','-9','-9','-9','-9','-9','-9'
'674670750141','-9','-9','-9','-9','-9','-9','-9','-9'
'674926323055','-9','-9','-9','-9','-9','-9','-9','-9'
'674926573055','-9','-9','-9','-9','-9','-9','-9','-9'
'674926983155','-9','-9','-9','-9','-9','-9','-9','-9'
'674954220149','-9','-9','-9','-9','-9','-9','-9','-9'
'674954470140','-9','-9','1','-9','-9','-9','2','-9'
'675037453059','-9','1','-9','1','-9','-9','2','-9'
'675037530146','-9','-9','-9','-9','-9','-9','-9','-9'
'675037863059','-9','-9','-9','-9','-9','-9','-9','-9'
'675150033052','-9','-9','-9','-9','-9','-9','-9','-9'
'675150430142','-9','-9','-9','-9','-9','-9','-9','-9'
'675273570141','-9','-9','-9','-9','-9','-9','-9','-9'
'675319770143','-9','-9','-9','-9','-9','-9','-9','-9'
'675336283053','-9','-9','-9','-9','-9','-9','-9','-9'
'675357690141','-9','-9','-9','-9','-9','-9','-9','-9'
'675357923054','-9','-9','-9','-9','-9','-9','-9','-9'
'675384900146','-9','-9','-9','-9','-9','-9','-9','-9'
'675494353051','-9','-9','-9','-9','-9','-9','-9','-9'
'675500250145','-9','-9','-9','-9','-9','-9','2','-9'
'675500660145','-9','-9','-9','-9','-9','-9','2','-9'
'675502270149','-9','-9','-9','-9','-9','-9','-9','-9'
'675502680149','-9','-9','-9','-9','-9','-9','-9','-9'
'675579613058','-9','-9','-9','-9','-9','-9','-9','-9'
'675670053057','-9','-9','-9','-9','-9','-9','-9','-9'
'675778580145','-9','-9','-9','-9','-9','-9','-9','-9'
'675822000144','-9','1','-9','1','-9','-9','2','-9'
'675822660244','-9','-9','-9','-9','-9','-9','-9','-9'
'675846520142','-9','-9','-9','-9','-9','-9','-9','-9'
'675926753052','-9','-9','-9','-9','-9','-9','-9','-9'
'675926913052','-9','-9','-9','-9','-9','-9','-9','-9'
'676053050146','-9','-9','-9','-9','-9','-9','-9','-9'
'676053200246','-9','-9','-9','-9','-9','-9','-9','-9'
'676053200543','-9','-9','-9','-9','-9','-9','-9','-9'
'676053200840','-9','-9','-9','-9','-9','-9','-9','-9'
'676053200949','-9','-9','-9','-9','-9','-9','-9','-9'
'676053201046','-9','-9','-9','-9','-9','-9','-9','-9'
'676053201343','-9','-9','-9','-9','-9','-9','2','-9'
'676086570144','-9','-9','-9','-9','-9','-9','-9','-9'
'676150200148','-9','-9','-9','-9','-9','-9','-9','-9'
'676238740149','-9','-9','-9','-9','-9','-9','-9','-9'
'676319390149','-9','-9','-9','-9','-9','-9','-9','-9'
'676319540149','-9','-9','-9','-9','-9','-9','-9','-9'
'676319950140','-9','-9','-9','-9','-9','-9','-9','-9'
'676336050246','-9','-9','-9','-9','-9','-9','-9','-9'
'676336450149','-9','-9','-9','-9','-9','-9','-9','-9'
'676336613050','-9','-9','-9','-9','-9','-9','-9','-9'
'676336860149','-9','-9','-9','-9','-9','-9','-9','-9'
'676357050147','-9','-9','-9','-9','-9','-9','-9','-9'
'676379200444','-9','-9','-9','-9','-9','-9','-9','-9'
'676379200741','-9','-9','-9','-9','-9','-9','-9','-9'
'676379201244','-9','-9','-9','-9','-9','-9','2','-9'
'676384920143','-9','-9','-9','-9','-9','-9','-9','-9'
'676494440147','-9','-9','-9','-9','-9','-9','-9','-9'
'676494850147','-9','-9','-9','-9','-9','-9','-9','-9'
'676500270142','-9','-9','-9','-9','-9','-9','-9','-9'
'676500680142','-9','-9','-9','-9','-9','-9','-9','-9'
'676502773059','-9','-9','-9','-9','-9','-9','-9','-9'
'676594940342','-9','-9','-9','-9','-9','-9','-9','-9'
'676751720145','-9','-9','-9','-9','-9','-9','-9','-9'
'676778190142','-9','-9','-9','-9','-9','-9','-9','-9'
'676778500142','-9','-9','-9','-9','-9','-9','-9','-9'
'676822020141','-9','-9','-9','-9','-9','-9','-9','-9'
'676903510142','-9','-9','-9','-9','-9','-9','-9','-9'
'676926113058','-9','1','-9','1','-9','1','2','1'
'676926523058','-9','-9','-9','-9','-9','-9','-9','-9'
'676954420143','-9','-9','-9','-9','-9','-9','-9','-9'
'676987200345','-9','-9','-9','-9','-9','-9','-9','-9'
'676987200642','-9','-9','-9','-9','-9','-9','-9','-9'
'677053300243','-9','-9','-9','-9','-9','-9','-9','-9'
'677129370149','-9','-9','-9','-9','-9','-9','-9','-9'
'677129930140','-9','-9','-9','-9','-9','-9','-9','-9'
'677150220145','-9','-9','-9','-9','-9','-9','-9','-9'
'677150883058','-9','-9','-9','-9','-9','-9','-9','-9'
'677150960245','-9','-9','-9','-9','-9','-9','-9','-9'
'677185960141','-9','-9','-9','-9','-9','-9','-9','-9'
'677238760146','-9','-9','-9','-9','-9','-9','-9','-9'
'677319560146','-9','-9','-9','-9','-9','-9','-9','-9'
'677336470146','-9','-9','-9','-9','-9','-9','-9','-9'
'677336700146','-9','-9','-9','-9','-9','-9','-9','-9'
'677357070144','-9','-9','-9','-9','-9','-9','-9','-9'
'677357143057','-9','-9','-9','-9','-9','-9','-9','-9'
'677357303057','-9','-9','-9','1','-9','1','2','-9'
'677357960344','-9','-9','-9','-9','-9','-9','2','-9'
'677379140144','-9','-9','-9','-9','-9','-9','-9','-9'
'677379300144','-9','-9','-9','-9','-9','-9','-9','-9'
'677379550144','-9','-9','-9','-9','-9','-9','-9','-9'
'677384380149','-9','-9','-9','-9','-9','-9','-9','-9'
'677493190147','-9','-9','-9','-9','-9','-9','-9','-9'
'677493350147','-9','-9','-9','-9','-9','-9','-9','-9'
'677493500147','-9','-9','-9','-9','-9','-9','-9','-9'
'677500770645','-9','-9','-9','-9','-9','-9','-9','-9'
'677502210143','-9','-9','-9','-9','-9','-9','-9','-9'
'677502953056','-9','-9','-9','-9','-9','-9','-9','-9'
'677572860146','-9','-9','-9','-9','-9','-9','-9','-9'
'677577970147','1','-9','1','1','1','1','2','-9'
'677751900142','-9','-9','-9','-9','-9','-9','-9','-9'
'677778520248','-9','-9','-9','-9','-9','-9','-9','-9'
'677788660143','-9','-9','-9','-9','-9','-9','-9','-9'
'677818910148','-9','-9','-9','-9','-9','-9','-9','-9'
'677903453052','-9','-9','-9','-9','-9','-9','-9','-9'
'677903863052','-9','-9','-9','-9','-9','-9','-9','-9'
'677954440140','-9','-9','-9','-9','-9','-9','-9','-9'
'677954770546','-9','-9','-9','-9','-9','-9','-9','-9'
'677954930140','-9','-9','-9','-9','-9','-9','-9','-9'
'677987700145','-9','-9','-9','-9','-9','-9','-9','-9'
'678015830141','-9','-9','-9','-9','-9','-9','-9','-9'
'678037823050','-9','-9','-9','-9','-9','-9','-9','-9'
'678129130146','-9','-9','-9','-9','-9','-9','-9','-9'
'678129390146','-9','-9','-9','-9','-9','-9','-9','-9'
'678141880242','-9','-9','-9','-9','-9','-9','2','-9'
'678150160142','-9','-9','-9','-9','-9','-9','-9','-9'
'678150320142','-9','-9','-9','-9','-9','-9','-9','-9'
'678150493055','-9','-9','-9','-9','-9','-9','2','-9'
'678150723055','-9','-9','-9','-9','-9','-9','-9','-9'
'678206293059','-9','-9','-9','-9','-9','-9','-9','-9'
'678206603059','1','1','1','1','1','1','2','1'
'678238780143','-9','-9','-9','-9','-9','-9','-9','-9'
'678238940143','-9','-9','-9','-9','-9','-9','-9','-9'
'678242930148','-9','-9','-9','-9','-9','-9','-9','-9'
'678336093053','-9','-9','-9','-9','-9','-9','-9','-9'
'678336980143','-9','-9','-9','-9','-9','-9','2','-9'
'678357243054','-9','-9','-9','-9','-9','-9','-9','-9'
'678357653054','-9','-9','-9','-9','-9','-9','2','-9'
'678358500147','-9','-9','-9','-9','-9','-9','-9','-9'
'678379160141','-9','-9','-9','-9','-9','-9','-9','-9'
'678379320141','-9','-9','-9','-9','-9','-9','-9','-9'
'678383950147','-9','-9','-9','-9','-9','-9','-9','-9'
'678389850143','-9','-9','-9','-9','-9','-9','-9','-9'
'678482760149','-9','-9','-9','-9','-9','-9','-9','-9'
'678493110144','-9','-9','-9','-9','-9','-9','-9','-9'
'678493520144','-9','-9','-9','-9','-9','-9','-9','-9'
'678515150142','-9','-9','-9','-9','-9','-9','-9','-9'
'678572880143','-9','-9','-9','-9','-9','-9','-9','-9'
'678577990144','-9','-9','-9','-9','-9','-9','-9','-9'
'678579740148','-9','-9','-9','-9','-9','-9','-9','-9'
'678583950143','-9','-9','-9','-9','-9','-9','-9','-9'
'678641750148','-9','-9','-9','-9','-9','-9','-9','-9'
'678641910148','-9','-9','-9','-9','-9','-9','-9','-9'
'678670340147','-9','-9','-9','-9','-9','-9','-9','-9'
'678733760146','-9','-9','-9','-9','-9','-9','-9','-9'
'678751360148','-9','-9','-9','-9','-9','-9','-9','-9'
