Date,U.S. No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),East Coast (PADD 1) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New England (PADD 1A) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Connecticut No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Maine No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Massachusetts No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New Hampshire No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Rhode Island No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Vermont No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Central Atlantic (PADD 1B) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Delaware No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),District of Columbia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Maryland No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New Jersey No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New York No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Pennsylvania No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Lower Atlantic (PADD 1C) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Florida No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Georgia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),North Carolina No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),South Carolina No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Virginia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),West Virginia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Midwest (PADD 2) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Illinois No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Indiana No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Iowa No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Kansas No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Kentucky No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Michigan No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Minnesota No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Missouri No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Nebraska No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),North Dakota No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Ohio No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Oklahoma No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),South Dakota No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Tennessee No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Wisconsin No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Gulf Coast (PADD 3) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Alabama No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Arkansas No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Louisiana No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Mississippi No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New Mexico No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Texas No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Rocky Mountain (PADD 4) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Colorado No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Idaho No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Montana No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Utah No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Wyoming No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),West Coast (PADD 5) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Alaska No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Arizona No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),California No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Hawaii No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Nevada No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Oregon No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Washington No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day)
Nov-2006,20107.2,17085.5,6011.4,1336,1249.8,1729.8,592.1,727.7,376,8465.7,,,630.6,1570.8,3091.9,3057.3,2608.4,462.5,386.7,520,207.3,726.6,305.3,1055.5,460.2,34.8,,,50.9,33.7,,5.8,,12.1,85.7,,,263.7,13,1730.2,232.1,,332.8,,,1006.9,9.8,,,,,,226.4,208.8,,,,,,9.3
Dec-2006,22413.7,19784.9,7829.6,1804.9,1644.4,2224.1,784.6,962.3,409.4,9406.7,,,720.4,1798.8,3857.1,2906.9,2548.5,472.3,333.7,495.1,172.9,766.7,307.6,958.8,394,58.5,,,40.3,25.1,,6.7,,,73,,,237.6,26.1,1408.4,219.9,,395.3,,,717.9,8.3,,,,,,253.4,238.1,,,,,,6.2
Jan-2007,28370.3,26061.8,10750.3,2380.4,2031.7,3245.1,1141.5,1393.6,558,12463.6,,,840.8,2509.5,5233.5,3734.6,2847.9,423.6,340.5,581.1,197.3,952.8,352.6,694.9,204.8,15.9,,,53.8,50.1,,9.4,,,86.3,,,147.4,21.7,1346.6,234.1,9.5,246.5,65.2,,791.5,5.9,,,,,,261.1,240.5,,,,,,11.2
Feb-2007,35872.9,33909.9,12868.2,2937.4,2498,3872.5,1308.4,1625.3,626.7,17535.9,125.8,78.5,1364.9,3599.3,7095.4,5272,3505.8,442.6,354.8,674.5,222.1,1439.3,372.4,643.1,69.7,77.5,,,72.6,38,46.6,10.3,,,111.8,,,155.5,24.7,1092.9,223.1,14.5,96.3,72.6,,686.5,5.5,,,,,,221.4,204.3,,,,,,8.8
Mar-2007,26326.4,24261.2,9307.2,2144.8,1811.3,2778.5,899.8,1180,492.7,12115,,,895.6,3226.8,4869.1,2994.8,2839.1,505.4,379.7,547.3,171.6,895.1,339.9,772.7,258.2,29.1,3,,60.5,32.4,,6.8,,,74.5,,,179.8,24.4,1078.8,229.5,,,104.7,,659.9,9.5,,,,,,204.2,,,,,,,7.4
Apr-2007,18745.5,17046.3,6345.4,1445.4,1259.9,1913.4,643.6,775.5,307.7,8351.7,,,539.1,1859.7,3537.5,2329.8,2349.2,335.9,300.8,490.6,175.5,693.4,353,885.4,394.2,28.2,,,60.6,27.5,,3.1,,,58.6,,,173.9,36.7,571.8,159,,14.3,,,341.7,,,,,,,,,,,,,,3.5
May-2007,12724.6,10989.7,3673.7,712.1,911.7,1021.8,392.6,399,236.5,5150.9,55.4,10.5,291.6,1003.9,1837.5,1952,2165,390.8,319.1,446,,543.4,,895.7,370.1,32.2,,,46.7,,,,,,80.6,,,175.2,42.2,503.5,180.1,,10.3,78.1,,211,,,,,,,,321.9,,,,,,
Jun-2007,9494.8,7603.9,2211.3,461,483.7,585.9,265.6,236.5,178.6,4094.7,,,306.1,799.3,1187.8,1736.3,1297.9,231.3,111.8,300.4,,400.6,,902.3,482.6,32.2,,,22.8,,,,,,60.7,,,90.4,33.8,639.7,,,,,,,,,,,,,,,,,,,,
Jul-2007,8344.7,7210.8,1900.7,379.7,392.4,534.5,211.2,216.6,166.2,4323.5,,,389.6,740.8,1193.7,1936,986.6,185.9,,216.2,28.8,271.2,,261.1,,33.7,,,4.7,,1.7,,,,56.6,,,70.9,18.9,468.5,,,,,,,,,,,,,,,,,,,,3.2
Aug-2007,8942.9,7861.8,2152.9,447.5,459.7,504.1,242.2,274.4,225.1,4793.2,,,492.9,1045.9,1259.7,1916.8,915.6,,58.8,,6.8,275.8,,189.9,,29.9,,,5,,5,,,,68.9,,,,16.2,495.6,,,,15.3,,265,,,,,,,,,,,,,,4.8
Sep-2007,8861.3,8001.6,2605.1,593.2,577.7,612.5,317,323,181.7,4822.3,,,571.8,992.7,1401.6,1796.2,574.2,,,,12.6,248.4,,151.4,,27.6,,,1.9,,,,,,57.9,,,,,398.3,,,,,,216.1,,,,,,,,292.7,,,,,,8.2
Oct-2007,10809,9939.4,3645.2,861.5,769.5,953.5,407.7,421.2,231.7,5706.6,,,564.3,1396.6,2008.3,1692.1,587.6,,,64.7,,221.9,,113.3,,,,,,,,,,,41,,,,,523.4,,,239.6,,,278,,,,,,,,188.6,,,,,,42.4
Nov-2007,17532.6,15477,6310.3,1625,1153.5,1764.9,667.1,740.7,359,8059.4,,,496.2,1753.4,3465.5,2255.3,1107.3,,,212.8,72.4,305.1,,1220.4,10.1,,,,,,9.4,,,,,,,,,561.3,,,179.9,,,227,,,,,,,,223.6,,,,,,
Dec-2007,24448.1,22354.1,9978.5,2390.3,2013.2,2640.9,1173.7,1252.5,507.9,11294.1,,,604.3,2408.1,5032.2,3135.9,1081.6,,,177.5,64,362.6,,1078.3,7,,,,,,5.8,,,,,,,,30.9,794.9,,,225,,,449,,,,,,,,160.1,,,,,,
Jan-2008,26658,24507.9,10753,2781.9,1939.3,2910.6,1300.2,1311.8,509.3,12518.5,,,850,2707.5,5495.4,3308.8,1236.4,,,195,60.2,481.6,,1090.6,,,,,,,8.2,,,,,,,,,814.9,,,461.8,,,241.3,,,,,,,,162.4,,,,,,
Feb-2008,26270.8,24347,10372,2727.5,1839.8,2949.2,1121.2,1252.4,481.8,12823.8,,,843,2331.4,5586.3,3889.3,1151.2,,,175.2,,469.2,,994.3,14.3,,,,,,,,,,,,,,12.8,692.5,,,,,,286.4,,,,,,,,,,,,,,
Mar-2008,20195.3,18522.6,8104.3,2099.7,1584.3,2236,886.3,883.6,414.4,9402.7,,,532.4,1866.4,4224.8,2673.8,1015.7,,,144.6,,370.4,,,,,,,,106,,,,,,,,,13.7,459.4,,,,,,236.3,,,,,,,240.5,,,,,,,
Apr-2008,13160.3,11556.2,4994.5,1220.2,972.1,1447.7,530.4,550.2,273.9,5649,,,355.7,1255.8,2464.3,1516.2,912.7,,,,,218.2,,,,93.1,,,,,,,,,,,,,7.6,307.3,,,,2.8,,,,,,,,,171.9,,,,,,,
May-2008,8227.9,6574.5,2677,612.7,617,658.5,314.8,302.9,171,3051.7,,,144.2,449.2,1373.9,1053.6,845.7,,,,,221.4,,,,76.7,,,,,7.8,,,,,,,,15.4,337.6,,,,3.9,,98.4,,,,,,,309.1,,,,,,,
Jun-2008,7024.7,5266.4,,407.7,387.4,397.4,182,186.9,,2809.2,,,200.8,426.6,1030.6,1092.9,,,,136.2,,112.5,,,,,,,,,3.7,,,,,,,,10.9,377.2,,,,,,192.8,,,,,,,252.2,,,,,,,
Jul-2008,6553.1,4764.3,1431.4,337.9,322.6,360.6,169.5,153,87.6,2567.1,,,111.2,421.5,934.3,1067.1,765.9,,,,,140.4,,,,,,,,,5.5,,,,,,,,8.2,406,,,,,,136,,,,,,,326.7,,,,,,,
Aug-2008,7541.1,5801.6,1619.5,412.6,322.2,411.6,177.6,201.8,93.6,3345.9,,,258.4,507.5,1008.7,1544.1,836.3,,,,,213.6,,,17.3,,,,,,4,,,,,,,,14.8,412.6,,,,,,,,,,,,,319.4,,,,,,,
Sep-2008,9002.4,7470.5,2809.3,593,603.5,749.8,358.7,320.2,184.1,3833,,,177.5,522.5,1472.8,1616.3,828.2,,,,,276.3,,,,,,,,,7.3,,,,,,,,,221.1,,,,,,,,,,,,,325.1,,,,,,,
Oct-2008,12898.3,11329.1,4311.5,1069.2,992.6,1052.4,491.5,499.7,206,6035.6,,,367.9,1190.8,2220.2,2162.3,982,,,162.7,,247.1,,,,,,,,,12.6,,,,,,,,,390.4,,,,,,89.5,,,,,,,153.5,,,,,,,
Nov-2008,15728.3,14342.1,5507.9,1407.4,979.5,1620.3,594.6,647.2,259,7944.8,,,636.4,1399,2963.9,2822.5,889.4,,,171.5,,224.5,,,,,,,,,8.5,,,,,,,,,268.9,,,,,,,,,,,,,164.7,,,,,,,
Dec-2008,24143,22417.4,9501.5,2519.4,1789.7,2605.3,1093.3,1068.5,425.4,11924.1,,,782.6,2414.3,5037.8,3511.9,991.8,,,,,312.8,,,11.3,84.1,,,,,11.4,,,,,,,,,537,,,,,,112.8,,,,,,,255.5,,,,,,,
Jan-2009,29853.1,28320.5,11895.2,3299.2,1895,3307.6,1381.6,1469,542.8,15251.6,,,929.6,2951.5,6843,4286.7,1173.7,,,,,394.4,,898.7,,,,,,,8.5,,,,,,,,,380.5,,,,,,203.4,,,,,,,,171.1,,,,,,
Feb-2009,25136.2,23745.9,9742.2,2843.3,1552.7,2596.5,1102.9,1220.5,426.3,12905,,,805.4,2588.4,5472.3,3832.3,1098.7,,,,,389.7,,887,11.1,,,,,,6.3,,,,,,,,,254.5,,,,,,106.2,,,,,,,,179,,,,,,
Mar-2009,19550.3,18378.9,7570.9,2047.6,1313.1,2036.7,905,920.4,348,9754.9,,,684.1,1953,4218.5,2744.6,1053,,,,,374.7,,834.7,12.1,,,,,,5,,,,,,,,,151.6,,,,,,,,,,,,,,126.1,,,,,,
Apr-2009,12196.2,11063.4,4274.9,1145.1,705.6,1147.7,515.9,545.2,215.4,6025.8,,,310.4,1256.7,2425.7,1954.7,762.7,,,,,179.5,,774.7,,,,,,,2.1,,,,326.4,,,,,157.2,,,,,,,,,,,,,,151.4,,,,,,
May-2009,7314.3,6107.6,,539.5,404.6,482.7,226.1,281.1,,3386,,,133.2,601.9,1374.4,1250.8,,,,,,114.1,,,,,,,,,,,,,,,,,,203.3,,,,,,,,,,,,,224,,,,,,,
Jun-2009,6297.5,5046,,356.8,353,352.8,206,191.1,,2810,,,95,750,934.8,990.1,,,,,,83.2,,813.2,19.9,,,,,,,,,,,,,,,212.7,,,,,,,,,,,,,,,,,,,,
Jul-2009,5262.4,4007.7,,289.1,210,282.6,123,156.7,,2264.1,17.7,,,618.5,809.5,640.4,,,,107.7,,63.8,,759.1,18.6,,,,,,,,,,,,,,,227.3,,,,,,150.9,,,,,,,,,,,,,,
Aug-2009,5057.2,3968.8,,270.8,214.5,271.2,126.9,112.5,,2264.7,,,62.5,693.4,729.5,722.1,,,,120.7,,89.1,,717,19.9,,,,,,,,,,,,,,,135.8,,,,,,,,,,,,,,,,,,,,
Sep-2009,7518.7,6362.6,,648,596.9,466.1,246.9,308.4,,3327.3,,,147.6,516.9,1291.7,1337.8,,,,132,,80,,786.1,18.4,,,,,,,,,,,,,,,151.8,,,,,,,,,,,,,,201.5,,,,,,
Oct-2009,10975.7,9896.7,3563.6,903.1,721.6,794.5,466.2,465.3,212.9,5633.2,,,303.1,1025.9,2217,2009.8,699.8,,,,,152.3,,769,,,,,,,,,,,,,,,,181.4,,,,,,,,,,,,,,91.5,,,,,,
Nov-2009,11797.9,10674.5,4126.3,1123.5,780.5,950.9,535,496.4,240.1,5961.5,,,347.3,1124.6,2472.2,1940.5,586.7,,,,,137.5,,628.5,,,,,,,,,,,,,,,,308,,,,,,148.3,,,,,,,,,,,,,,
Dec-2009,20549.5,19566.8,8525.8,2019.8,1392.9,2572.6,1012.1,1125,403.5,10420.1,,,665,2113.2,4748.2,2746.5,620.9,,,142.5,,132.7,,564.1,,,,,,,,,,,187.1,,,,,235.6,,,,,,,,,,,,,,113.1,,,,,,
Jan-2010,24449.1,23401.2,9214.4,2535.8,1308.1,2672.8,1071.6,1211.9,414.1,13621.4,,,903.7,2287.3,5490.7,4747.5,565.4,,,161,,213.1,104.2,496.9,12.5,,4.5,,,,6.3,,,,154.4,,,,6.7,353,,,,,,218.5,,,,,,,,,,,,,,
Feb-2010,23328.9,22763.1,8858.5,2453,1241.5,2566,997.7,1149.9,450.3,13308.6,,,879.5,2446.3,5405.7,4352.6,596,,,152.6,,253,98.9,276.1,,,3.9,,,,7.2,,,,51.8,,,,7,145.3,,,,,,,,,,,,,,,,,,,,
Mar-2010,13491.6,13223.4,5431.4,1442.6,842.6,1481.9,625.9,748.1,290.2,7702,,,448.8,1334.6,3375.1,2436.3,89.9,,,21.5,,58.7,,87.7,,,4.5,,,,7.1,,,,,,,,9.2,,,,,,,,,,,,,,127.9,,,,,,,
Apr-2010,6992,6684.5,3126.5,747.7,536.3,814.7,385.8,426.5,215.6,3496.6,,,162.3,481.1,1676.5,1135.6,61.4,,,,,22.9,3.9,131.8,,,,,,,6.2,,,,,,,,12,,,,,,,,,,,,,,,114.6,,,,,,
May-2010,5325,4977.5,1988.5,514,375.6,420.2,277.2,244.9,156.6,2933.1,,,160.3,486.6,1212.4,1041.3,55.9,,,,,44.5,,128.4,,,,,,,8,,,,,,,,16.8,,,,,,,,,,,,,,192.6,,,,,,,
Jun-2010,4545.6,4249.7,1380.3,370.4,249,303.8,173.2,181.3,102.6,2782.9,,,115.9,660.6,945.7,1030.9,86.5,,,,,71,2.6,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,145.5,,,,,,,
Jul-2010,3314.7,2949.4,1047.1,251.6,196.9,238.5,116.5,143.9,99.7,,,,117.4,217,807.7,661.2,,,,,,43.5,5.8,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,82.9,61.9,,,,,,
Aug-2010,4381.5,3766.1,1333.3,337.9,251.4,283.8,149.5,171.8,138.9,,,,153.9,255,976.2,,,,,,,103,7.6,,,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,,113.3,,,,,,,
Sep-2010,5529,5095.7,,435.2,384.2,397.9,,281,158.6,3135.7,,,106.2,586.5,1350,1063.7,,,,4.4,,55,,,,,,,,,8.1,,,,,,,,17.3,,,,,,,,,,,,,,97.8,72.8,,,,,,
Oct-2010,8588.5,7796.7,,768.7,508.7,683.4,372.7,,169,,,,,1032.7,1771.9,1647.7,180.5,,,,,163.3,,,,,,,,,11.4,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,
Nov-2010,11909.6,11356,4689.8,1272.1,788.2,1061.4,598.1,677.6,292.5,6511.5,,,360.2,1065.4,3065.8,1925.5,154.6,,,6.7,,,,141.9,,,,,,,7.5,,,,,,,,,269.1,,,,,,,,,,,,,,95.3,,,,,,
Dec-2010,21674.9,20868.5,8650.4,2418.6,1338.3,2282.4,1022.1,1172.5,416.6,11890.5,,,869.5,1827.5,5393.7,3603.7,327.6,,,7.7,,298.9,,131.8,,,3.1,,,,4.6,,,,,,,,12.9,481.9,,,,,,,,,,,,,,134.8,,,,,,
Jan-2011,24586.3,23727,9443,2566.5,1500.1,2562.9,1107.3,1234.1,472.2,13913.4,,,943.9,2346.8,6021,4402.7,370.6,,,,,313.1,44.9,130.6,,,,,,,2.6,,,,,,,,14.6,538.1,,,,,,292.5,,,,,,,,130.4,,,,,,
Feb-2011,21851.7,20883.7,8886,2406.3,1459.2,2346.3,1068.9,1146,459.4,11829.3,,,801.1,1823.5,5369.8,3663.3,168.4,,,,,142.2,,134.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.1,,,,,,,
Mar-2011,15300.8,14646.1,6503.8,1695.7,1131.2,1719.4,775.9,816.2,365.4,8068.4,,,466.9,1378.5,3930.4,2193.2,73.9,,,,,59.2,,172.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,
Apr-2011,8848,8716.4,3798.8,989.9,674,959.5,450.9,505.5,218.9,4865.2,,,227.1,649.3,2414.1,,52.4,,,,,44,4.2,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5,,,,,,
May-2011,4295.3,4125,1964,488.2,390.4,498.9,245.6,222.4,118.5,2145.8,,,66.3,265.1,1120.4,674.5,15.2,,,,,7.6,,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,,,,,,,
Jun-2011,3366.9,3155.2,1281.2,303.7,246.9,312.7,157.3,176.8,83.7,1826.7,,,73.9,260.2,872.6,581.8,47.3,,,,,39.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,
Jul-2011,2856.3,2763.6,970,210.1,203,253.6,100.1,128.3,74.9,1777.7,18.8,,,258.9,697.2,722,15.9,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4,,,,,,,
Aug-2011,3734.7,3614,1476.5,344.1,300.9,344.4,161,199.5,126.6,2022.3,,,89.4,225.5,864.7,814.4,115.2,,,13.9,,,,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,,,,,
Sep-2011,5715.3,5546.1,2320.4,439.2,503.4,651.4,279.5,263,183.9,3205.1,,,149.8,417.4,1322.8,1293.4,20.6,,,5,,11.8,3.7,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,,,,,,
Oct-2011,8265.4,7933.4,2846.2,696.2,535.6,678,360.7,378.2,197.4,5060.5,,,197.4,1259.9,1836.3,1710.9,26.7,,,3.3,,17.5,,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,
Nov-2011,12202.2,11659.2,4463.4,1245.7,731.7,1089.1,586.6,589.9,220.5,7132.8,,,373.5,1666.1,2652.6,2365.7,62.9,,,,,49.7,9.9,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.1,,,,,,,
Dec-2011,15583.6,15091.9,6292.4,1755.7,1128.5,1619.9,710.9,784.4,293.1,8707.4,,,358.1,2582.4,3719.5,1951.4,92.2,,,4,,74.3,,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.3,,,,,,,
Jan-2012,18256.9,17390.3,7907.5,2100.7,1513.2,1929.3,966,1005.6,392.7,9401.5,,,530.5,1635.3,4557,2562.5,81.3,,,7.4,,45.2,,33.9,,,,,,,,,,,,,,,,531.6,,,172.6,104.7,,,,,,,,,,222.9,,,,,,
Feb-2012,15070,14777.8,6866.9,1735.4,1298.7,1704.7,875.2,881.4,371.4,7819,,,462.1,983,4203.6,2074.8,92,,,7.6,,46.1,11.1,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5,,,,,,,
Mar-2012,9642,9419.4,4434.3,1162.3,835.7,1099.8,544.4,540.2,251.9,4926,,,196.5,828.2,2566.2,1285.7,59.2,,,,,36.4,4.9,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.3,,,,,,,
Apr-2012,5948.8,5812.3,2748,653.4,570.9,689.1,295.9,358.7,180.1,3038.3,,,152.1,363.5,1654.1,825.3,26,,,,,13.1,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1,53.3,,,,,,
May-2012,4516.4,4294,2091.2,557.4,447.8,455,266.1,239.6,125.4,2180.5,,,98.2,358.5,1142.5,553.4,22.4,,,,,10.8,2.4,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.2,135.9,,,,,,
Jun-2012,3260,3092.5,1384.3,337.7,276.2,326.1,152.7,178.8,112.8,1681,13,,,209.6,803.8,589.1,27.2,,,,,11.7,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.3,79.9,,,,,,
Jul-2012,2867.1,2661.9,1122,281.3,226.4,270.5,126.7,148.2,68.9,1519.5,,,88.5,159.2,,619.3,20.5,,,2.8,,10.2,4.9,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.8,,,,,,,
Aug-2012,3320,3135,1312.4,319.5,270.1,309.3,148.5,171.3,93.8,1794.1,,,72.4,215.6,853.6,641,28.5,,,6.3,,12.5,1.8,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.3,113.9,,,,,,
Sep-2012,3783.2,3611.6,1714.7,380.2,383.3,379.1,201,227.5,143.6,1818.4,,,96.6,204.1,1000.1,502.5,78.5,,,,,62.2,1.9,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.1,101.4,,,,,,
Oct-2012,6311.5,6162.4,2860.1,678.2,547.9,710.6,375.4,361.9,186.1,3240.5,,,190.7,381.3,1477.3,1090.6,61.8,,,,,17,5.7,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,78,,,,,,
Nov-2012,11452.7,11074,4690,1477.3,816.1,967.7,558.8,571.9,298.1,6270,,,469,824.3,2884.1,2010.5,114,,,20.1,,69.3,9.8,36.9,,,,,,,,,,,,,,,,187.6,,,109.7,,,,,,,,,,,,,,,,,
Dec-2012,14219.7,13829.6,6329.6,1646.4,1182.6,1739.2,748.3,642.2,370.9,7429.4,,,409.7,973,3544.9,2423.6,70.6,,,,,41.2,10,28.2,,,,,,,,,,,,,,,,122.5,,,,,,,,,,,,,,,,,,,,
Jan-2013,18973.7,18712.3,8675.3,2253.5,1476.3,2416.2,1077.8,903.4,548,9914.5,,,595.4,1537.5,4847.8,2815.6,122.4,,,,,76.2,14.8,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.8,,,,,,,
Feb-2013,17733.3,17520,8025.3,2111.6,1346.2,2361.3,952,803.9,450.3,9379,,,614.5,1381.9,4562.1,2675.5,115.7,,,,,81,14.7,38.3,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,119.2,,,,,,,
Mar-2013,13116.4,12937.4,5771.3,1569.8,974.5,1688,645.7,543.8,349.4,7073.7,,,426.4,1102.8,3606.4,1848.3,92.4,,,,,60.1,11.7,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.8,80.6,,,,,,
Apr-2013,8234.1,7965.4,3750.6,886.1,723.3,1092.6,460.7,313.2,274.8,4160.5,,,247.2,349.2,2153.3,1385,54.2,,,,,39,4.6,52.1,,,,,,,,,,,,,,,,116.3,,,,,,,,,,,,,,,,,,,,
May-2013,4204.2,3954.5,1963.1,442.3,432.5,511.4,264.3,182,130.5,1936.5,,,98.5,160.2,1080.9,588,54.9,,,,,39.7,4.8,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,,,,,,,
Jun-2013,2947.3,2808.5,1259.7,263.6,303.7,314.3,156.8,106,115.4,1524.7,,,80.9,90.9,771.6,576.9,24.2,,,,,9.3,3.7,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9,,,,,,,
Jul-2013,3139.7,2990.4,1187,220.2,323.8,302.7,143.7,105.5,91.1,1782.6,,,100.8,106.4,800.5,751,20.8,,,,,8.7,5.5,23.7,,,,,,,,,,,,,,,0.6,49.9,,,,,,,,,,,,,,,,,,,,
