control,ROTHE,rgroc,rclot,rcarp,rkidc,rmedi,rutil,rcost
'685596930133','2','-9','-9','-9','-9','-9','-9','-9'
'685600960140','2','-9','-9','-9','-9','-9','1','-9'
'685809920146','2','-9','-9','-9','-9','-9','-9','-9'
'686243730141','2','-9','-9','-9','-9','-9','-9','-9'
'686257960143','2','-9','-9','-9','-9','-9','-9','-9'
'686261130141','2','-9','-9','-9','-9','-9','-9','-9'
'686303120142','2','1','-9','-9','-9','-9','1','-9'
'686319140146','2','-9','-9','-9','-9','1','-9','-9'
'686389740146','2','-9','-9','-9','-9','-9','-9','-9'
'686577960147','2','-9','-9','-9','-9','-9','-9','-9'
'686600160146','2','-9','-9','-9','-9','1','-9','-9'
'686653370141','2','-9','-9','-9','-9','-9','-9','-9'
'686910630149','2','-9','-9','-9','-9','-9','-9','-9'
'686944100143','2','-9','-9','-9','-9','-9','-9','-9'
'686962590145','2','-9','-9','-9','-9','-9','-9','-9'
'687011900148','2','-9','-9','-9','-9','-9','-9','-9'
'687051760144','2','-9','-9','-9','-9','-9','-9','-9'
'687081500147','2','1','-9','-9','-9','-9','-9','-9'
'687202140146','2','-9','-9','-9','-9','-9','-9','-9'
'687246650145','2','-9','-9','-9','-9','-9','-9','-9'
'687257720140','2','1','-9','-9','-9','-9','1','-9'
'687276960147','2','-9','-9','-9','-9','-9','-9','-9'
'687346250147','2','-9','-9','-9','-9','-9','-9','-9'
'687374350145','2','-9','-9','-9','-9','-9','-9','-9'
'687425950446','2','-9','-9','-9','-9','-9','-9','-9'
'687502430133','2','1','1','-9','-9','-9','-9','-9'
'687656540148','2','1','-9','1','-9','-9','-9','1'
'687664550149','2','-9','-9','-9','-9','-9','-9','-9'
'687664960140','2','-9','-9','-9','-9','-9','-9','-9'
'687793970144','2','-9','-9','-9','-9','-9','-9','-9'
'687827780140','1','1','-9','-9','-9','-9','-9','-9'
'687860710144','2','-9','-9','-9','-9','-9','-9','-9'
'687879590142','2','-9','-9','-9','-9','-9','-9','-9'
'687976740144','1','-9','-9','-9','-9','-9','-9','-9'
'688002360144','2','-9','-9','-9','-9','-9','-9','-9'
'688027360146','2','-9','-9','-9','-9','-9','-9','-9'
'688113960146','1','-9','-9','-9','-9','-9','-9','-9'
'688144500140','2','1','1','-9','-9','-9','-9','-9'
'688185250144','1','-9','-9','-9','-9','-9','-9','1'
'688220770148','2','-9','-9','-9','-9','-9','-9','-9'
'688225710149','2','-9','-9','-9','-9','-9','-9','-9'
'688229070145','2','1','1','-9','-9','1','1','-9'
'688230930148','2','-9','-9','-9','-9','-9','-9','-9'
'688231540142','2','-9','-9','-9','-9','-9','-9','-9'
'688239910140','2','1','-9','-9','-9','-9','-9','-9'
'688243500140','1','-9','-9','-9','-9','-9','-9','-9'
'688246160146','1','-9','-9','-9','-9','-9','-9','-9'
'688295320140','2','1','-9','-9','-9','-9','-9','-9'
'688306180140','2','1','1','-9','-9','-9','-9','-9'
'688401470147','1','-9','-9','-9','-9','-9','-9','-9'
'688410040143','2','-9','-9','-9','-9','-9','-9','-9'
'688421700245','2','-9','-9','1','-9','-9','-9','-9'
'688448790142','2','1','-9','-9','-9','-9','-9','-9'
'688472250142','2','1','-9','-9','-9','-9','-9','-9'
'688474190143','2','-9','-9','-9','-9','-9','-9','-9'
'688503560146','2','-9','-9','-9','-9','-9','-9','-9'
'688512560143','2','-9','-9','-9','-9','-9','-9','-9'
'688527590141','2','-9','-9','-9','-9','-9','-9','-9'
'688559770142','2','1','-9','-9','-9','-9','-9','-9'
'688661720143','2','-9','-9','-9','-9','-9','-9','-9'
'688664320146','2','-9','-9','-9','-9','-9','-9','-9'
'688701550341','1','-9','-9','-9','-9','-9','-9','-9'
'688753560149','2','1','-9','-9','-9','-9','-9','-9'
'688759720143','2','-9','-9','-9','-9','-9','-9','-9'
'688809010142','2','1','-9','-9','-9','-9','-9','-9'
'688809320146','2','-9','-9','-9','-9','-9','-9','1'
'688901530149','1','-9','-9','-9','-9','-9','-9','-9'
'688901780140','1','-9','-9','-9','-9','-9','-9','-9'
'688924340143','2','-9','-9','-9','-9','-9','-9','-9'
'688924590143','2','-9','-9','-9','-9','-9','1','-9'
'688950370143','2','-9','-9','-9','-9','-9','-9','-9'
'688961160140','2','-9','-9','-9','-9','-9','-9','-9'
'688987250148','2','-9','-9','-9','-9','-9','-9','-9'
'689014940149','2','-9','-9','-9','-9','-9','-9','-9'
'689022670146','2','-9','-9','-9','-9','-9','-9','-9'
'689041110141','2','-9','-9','-9','-9','-9','-9','-9'
'689042320140','1','1','-9','-9','-9','-9','-9','-9'
'689072110149','2','-9','-9','-9','-9','-9','-9','-9'
'689114580242','2','-9','-9','-9','-9','-9','-9','-9'
'689116310141','2','1','-9','-9','-9','-9','-9','-9'
'689117990141','1','-9','-9','-9','-9','-9','-9','-9'
'689119930145','2','-9','-9','-9','-9','-9','-9','-9'
'689120560144','2','-9','-9','-9','-9','-9','-9','-9'
'689135340142','2','-9','-9','-9','-9','-9','-9','-9'
'689141790140','2','-9','-9','-9','-9','-9','-9','-9'
'689152900142','2','-9','-9','-9','-9','-9','-9','-9'
'689199920149','2','-9','-9','-9','-9','-9','-9','-9'
'689206330133','2','-9','-9','-9','-9','-9','-9','-9'
'689218970149','2','-9','-9','-9','-9','-9','-9','-9'
'689218970446','2','-9','-9','-9','-9','-9','-9','-9'
'689230520144','2','1','1','-9','-9','-9','-9','-9'
'689233590140','2','-9','-9','-9','-9','-9','-9','-9'
'689239130145','2','-9','-9','-9','-9','-9','-9','-9'
'689239290146','2','-9','-9','-9','-9','-9','-9','-9'
'689245970142','1','-9','-9','-9','-9','-9','-9','-9'
'689276170145','2','1','1','1','1','1','1','1'
'689321180345','2','-9','-9','-9','-9','-9','-9','-9'
'689375550145','2','-9','-9','-9','-9','-9','-9','-9'
'689477380144','2','-9','-9','-9','-9','1','-9','-9'
'689491760141','2','-9','-9','-9','-9','-9','-9','-9'
'689497930145','2','-9','-9','-9','-9','-9','-9','-9'
'689502430133','2','-9','-9','-9','-9','-9','-9','-9'
'689507500148','2','-9','-9','-9','-9','-9','-9','-9'
'689519560148','2','-9','-9','-9','-9','-9','-9','-9'
'689557040141','2','-9','-9','-9','-9','-9','-9','-9'
'689582950146','2','-9','-9','-9','-9','-9','-9','-9'
'689597400147','2','-9','-9','-9','-9','-9','1','-9'
'689599530144','2','-9','-9','-9','-9','-9','-9','-9'
'689625900141','2','-9','-9','-9','1','-9','-9','-9'
'689627140248','2','-9','-9','-9','-9','-9','-9','-9'
'689635530147','2','-9','-9','-9','-9','-9','-9','-9'
'689656580142','2','-9','-9','-9','-9','-9','-9','-9'
'689662780145','2','1','-9','-9','-9','-9','-9','-9'
'689693100149','2','1','-9','-9','1','1','1','-9'
'689701720141','2','-9','-9','-9','-9','-9','-9','1'
'689714320143','2','-9','-9','-9','-9','-9','-9','-9'
'689717370145','2','-9','-9','-9','-9','-9','1','1'
'689755540148','2','-9','-9','-9','-9','-9','-9','-9'
'689759180149','2','-9','-9','-9','-9','-9','-9','-9'
'689762110147','2','-9','-9','-9','-9','-9','-9','-9'
'689767390147','2','-9','-9','-9','-9','-9','-9','-9'
'689768190148','2','1','1','1','-9','1','-9','-9'
'689800670246','2','-9','-9','-9','-9','-9','-9','-9'
'689802510140','2','-9','-9','-9','-9','-9','-9','-9'
'689837780142','2','1','-9','-9','-9','-9','-9','-9'
'689837940142','2','1','-9','-9','-9','1','-9','-9'
'689842670147','2','-9','-9','-9','-9','-9','-9','-9'
'689935710149','2','-9','-9','-9','-9','-9','-9','1'
'689947580148','2','-9','-9','-9','-9','-9','-9','-9'
'689948380144','2','1','-9','1','-9','-9','-9','-9'
'689950540140','2','-9','-9','-9','-9','-9','-9','-9'
'689953900143','2','-9','-9','-9','-9','-9','-9','-9'
'689970700149','2','-9','-9','-9','-9','-9','-9','-9'
'689994320145','2','-9','-9','-9','-9','-9','-9','-9'
'689994570145','2','-9','-9','-9','-9','-9','-9','-9'
'690489230133','2','-9','-9','-9','-9','1','-9','-9'
'691583830133','1','-9','-9','-9','-9','-9','-9','-9'
'691954530133','2','-9','-9','-9','-9','-9','-9','-9'
'693502530133','-9','-9','-9','-9','-9','-9','-9','-9'
'693583630133','2','-9','-9','-9','-9','-9','-9','-9'
'694053430133','1','-9','-9','-9','-9','-9','-9','-9'
'695512061047','2','-9','1','1','-9','-9','-9','-9'
'696596130123','2','-9','-9','-9','-9','-9','-9','-9'
'697502430133','2','1','1','1','-9','-9','-9','-9'
'698206730133','2','-9','-9','-9','-9','-9','-9','-9'
'698206830133','2','-9','-9','-9','-9','-9','-9','-9'
'698408830133','2','-9','-9','-9','-9','-9','-9','-9'
'698502830133','2','-9','-9','-9','-9','-9','-9','-9'
'698583730133','2','-9','-9','-9','-9','-9','-9','-9'
'699003938280','2','-9','-9','-9','-9','-9','-9','-9'
'699026890146','2','1','-9','-9','-9','1','-9','-9'
'699103970347','2','-9','-9','-9','-9','-9','-9','-9'
'699108540249','2','-9','-9','-9','-9','-9','-9','-9'
'699135928081','2','-9','-9','-9','-9','-9','-9','-9'
'699143830113','2','-9','-9','-9','-9','-9','1','-9'
'699191978486','2','-9','-9','-9','-9','-9','1','-9'
'699196930113','2','-9','-9','-9','-9','-9','-9','-9'
'699299920440','2','-9','-9','-9','-9','-9','-9','-9'
'699315970149','2','-9','-9','-9','-9','-9','-9','-9'
'699320820244','2','-9','-9','-9','-9','-9','-9','-9'
'699324930149','2','-9','-9','-9','-9','-9','1','1'
'699329910345','2','1','-9','-9','-9','-9','1','1'
'699333808588','2','-9','-9','-9','-9','-9','-9','-9'
'699333980148','2','-9','-9','-9','-9','-9','-9','-9'
'699343800149','2','1','1','1','1','1','-9','-9'
'699348930123','2','-9','-9','-9','-9','-9','-9','-9'
'699377828282','2','-9','-9','-9','-9','-9','-9','-9'
'699377930146','2','1','-9','-9','-9','-9','-9','-9'
'699396930113','2','-9','-9','-9','-9','-9','-9','-9'
'699408430133','2','-9','-9','-9','-9','-9','-9','-9'
'699435920341','2','-9','-9','-9','-9','-9','-9','-9'
'699447980648','2','-9','-9','-9','-9','-9','-9','-9'
'699451880147','2','-9','-9','-9','-9','-9','-9','-9'
'699453740549','2','1','-9','-9','-9','-9','-9','-9'
'699473930113','2','-9','-9','-9','-9','1','1','-9'
'699475840141','2','1','-9','-9','-9','-9','-9','-9'
'699494730123','2','-9','-9','-9','-9','-9','-9','-9'
'699502930133','2','-9','-9','-9','-9','-9','-9','-9'
'699544778688','2','-9','-9','-9','-9','-9','-9','-9'
'699554770347','2','-9','-9','-9','-9','-9','-9','1'
'699580790443','-8','-8','-9','-9','-9','-9','-9','-9'
'699583430133','2','-9','-9','-9','-9','-9','-9','-9'
'699590708888','2','-9','-9','-9','-9','-9','-9','-9'
'699593708987','2','-9','-9','-9','-9','-9','-9','-9'
'699595800444','2','-9','-9','-9','-9','-9','-9','-9'
'699599870241','2','-9','-9','-9','-9','-9','-9','-9'
'699600958486','2','1','-9','-9','-9','1','-9','-9'
'699616900348','2','-9','-9','-9','-9','-9','-9','-9'
'699663998286','2','-9','-9','-9','-9','-9','-9','-9'
'699671920445','2','-9','-9','-9','-9','-9','1','-9'
'699692920244','2','-9','-9','-9','-9','-9','-9','-9'
'699710430133','2','-9','-9','-9','-9','-9','-9','-9'
'699724900147','1','-9','-9','-9','-9','-9','-9','-9'
'699733830123','2','-9','-9','-9','-9','-9','-9','-9'
'699742880442','2','-9','-9','-9','-9','-9','-9','-9'
'699743300544','2','-9','-9','-9','-9','-9','-9','-9'
'699767880244','2','1','-9','-9','-9','-9','-9','1'
'699788830113','2','-9','-9','-9','-9','-9','-9','-9'
'699845980341','2','-9','-9','-9','-9','-9','-9','-9'
'699846930145','1','-9','-9','-9','-9','-9','-9','-9'
'699863828084','2','-9','-9','-9','-9','-9','-9','-9'
'699907730123','2','-9','-9','-9','-9','-9','-9','-9'
'699922730123','2','-9','-9','-9','-9','-9','-9','-9'
'699924930113','2','-9','-9','-9','-9','-9','-9','-9'
'699944930123','1','-9','-9','-9','-9','1','-9','-9'
'699947900245','2','-9','-9','-9','-9','-9','-9','-9'
'699982778687','2','-9','-9','-9','-9','-9','-9','-9'
'699982900148','2','1','-9','-9','-9','-9','-9','-9'
'699988830123','2','-9','-9','-9','-9','-9','-9','-9'
'730003140144','2','-9','-9','-9','-9','-9','-9','-9'
'730031090145','2','1','1','1','-9','1','1','1'
'730051190141','1','1','-9','-9','-9','-9','-9','-9'
'730065750146','1','-9','-9','-9','-9','-9','-9','-9'
'730072650143','2','-9','-9','-9','-9','-9','-9','-9'
'730092250143','2','-9','-9','-9','-9','-9','-9','-9'
'730094970146','2','1','-9','1','-9','1','-9','1'
'730099520144','2','-9','-9','-9','-9','-9','-9','-9'
'730113370146','2','-9','-9','-9','-9','-9','-9','-9'
'730115030148','2','-9','-9','-9','-9','-9','-9','-9'
'730120030147','2','-9','-9','-9','-9','-9','-9','1'
'730125650145','2','-9','-9','-9','-9','-9','-9','-9'
'730142380140','1','-9','-9','1','-9','1','-9','-9'
'730174980142','2','-9','-9','-9','-9','-9','-9','-9'
'730185180142','2','-9','-9','1','-9','1','-9','-9'
'730218840143','2','-9','-9','-9','-9','-9','-9','-9'
'730289370347','2','-9','-9','-9','-9','-9','-9','-9'
'730293180140','2','1','-9','1','-9','-9','1','1'
'730311120149','2','-9','-9','-9','-9','-9','-9','-9'
'730313860143','2','-9','-9','-9','-9','-9','-9','-9'
'730315830146','2','-9','-9','-9','-9','-9','-9','-9'
'730359680249','2','-9','-9','-9','-9','-9','-9','-9'
'730439510146','2','-9','-9','-9','-9','-9','-9','-9'
'730451570148','2','-9','-9','-9','-9','-9','-9','-9'
'730506010148','2','1','-9','-9','-9','-9','-9','-9'
'730508480149','2','-9','-9','-9','-9','-9','-9','-9'
'730518190149','2','-9','-9','-9','-9','-9','-9','-9'
'730519360142','2','-9','-9','-9','-9','-9','-9','-9'
'730519510142','2','-9','-9','-9','-9','-9','-9','-9'
'730545540142','2','-9','-9','-9','-9','-9','1','1'
'730557490147','2','-9','-9','-9','-9','-9','-9','-9'
'730562170148','2','-9','-9','-9','-9','-9','-9','-9'
'730589970142','2','-9','-9','-9','-9','-9','-9','-9'
'730591220146','2','-9','-9','-9','-9','-9','-9','-9'
'730633410149','2','-9','-9','-9','-9','-9','-9','-9'
'730657320143','2','1','1','1','-9','-9','-9','-9'
'730662470144','2','-9','-9','-9','-9','-9','-9','1'
'730687950240','2','-9','-9','-9','-9','-9','-9','-9'
'730693310143','2','-9','-9','-9','-9','-9','-9','-9'
'730724720146','2','-9','-9','-9','-9','-9','-9','-9'
'730727350145','2','-9','-9','-9','-9','-9','-9','-9'
'730746240145','2','-9','-9','-9','-9','-9','-9','-9'
'730753200140','2','-9','-9','-9','-9','-9','-9','-9'
'730763710141','2','-9','-9','-9','-9','-9','-9','-9'
'730783490149','2','-9','-9','-9','-9','-9','-9','-9'
'730802150540','2','-9','-9','-9','-9','-9','-9','-9'
'730813870343','2','-9','-9','-9','-9','-9','-9','-9'
'730819290149','2','-9','-9','-9','-9','-9','-9','-9'
'730819370149','2','-9','-9','-9','-9','1','-9','-9'
'730820540146','2','-9','-9','-9','-9','-9','-9','-9'
'730834800144','2','1','1','1','-9','1','1','1'
'730841610140','2','-9','-9','-9','-9','-9','-9','-9'
'730847150244','2','-9','-9','-9','-9','-9','-9','-9'
'730852270142','2','-9','-9','-9','-9','-9','-9','1'
'730863320142','2','-9','-9','-9','-9','-9','-9','-9'
'730888800140','2','-9','-9','-9','-9','-9','-9','-9'
'730901500140','2','-9','-9','-9','-9','-9','-9','-9'
'730906110149','2','-9','-9','-9','-9','-9','-9','-9'
'730910220144','2','-9','-9','-9','-9','-9','-9','-9'
'730917170148','2','-9','-9','-9','-9','-9','-9','-9'
'730922930147','1','-9','-9','-9','-9','-9','-9','-9'
'730939920148','2','-9','-9','-9','-9','-9','-9','1'
'730953390146','2','1','-9','-9','-9','-9','-9','1'
'730997680447','2','1','-9','-9','-9','-9','1','1'
'731028480140','2','-9','-9','-9','-9','-9','-9','-9'
'731053240146','2','-9','-9','-9','-9','-9','-9','-9'
'731102790144','2','-9','-9','-9','-9','-9','-9','-9'
'731113130143','1','-9','-9','-9','-9','-9','-9','1'
'731269850143','2','-9','-9','-9','-9','-9','-9','-9'
'731302400149','2','1','-9','-9','-9','1','1','1'
'731303970145','2','-9','-9','-9','-9','-9','-9','-9'
'731407810148','2','-9','-9','-9','-9','-9','-9','-9'
'731475160144','1','-9','-9','-9','-9','-9','-9','1'
'731502710146','2','-9','-9','-9','-9','-9','-9','-9'
'731607040143','2','-9','-9','-9','-9','-9','-9','-9'
'731617000146','2','-9','-9','-9','-9','-9','-9','-9'
'731657180140','2','-9','-9','-9','-9','-9','-9','-9'
'731671800142','2','-9','-9','-9','-9','-9','-9','-9'
'731697490144','2','-9','-9','-9','-9','-9','-9','-9'
'731700430143','2','-9','-9','-9','-9','-9','-9','-9'
'731763170147','2','-9','-9','-9','-9','-9','-9','1'
'731763330147','2','-9','-9','-9','-9','-9','-9','-9'
'731799280141','2','-9','-9','-9','-9','-9','-9','-9'
'731800480149','2','-9','-9','-9','-9','-9','-9','-9'
'731846250148','2','-9','-9','-9','-9','-9','-9','-9'
'731857550142','2','-9','-9','-9','-9','-9','-9','-9'
'731882430143','2','-9','-9','-9','-9','-9','-9','-9'
'731888340146','2','-9','-9','1','-9','-9','-9','-9'
'731901040146','2','-9','-9','-9','-9','-9','-9','-9'
'731907080141','2','-9','-9','-9','-9','-9','-9','1'
'731998540147','2','-9','-9','1','-9','-9','-9','-9'
'732037430249','2','-9','-9','-9','-9','-9','-9','-9'
'732250080141','2','-9','-9','-9','-9','-9','-9','-9'
'732401230141','1','-9','1','1','-9','-9','1','1'
'732433080149','2','-9','-9','-9','-9','-9','-9','-9'
'732549680142','2','-9','-9','-9','-9','-9','-9','-9'
'732558790145','2','-9','1','-9','-9','-9','1','-9'
'732674590144','1','-9','-9','-9','-9','-9','-9','-9'
'732730630144','2','-9','-9','-9','-9','-9','-9','-9'
'732749260140','2','-9','-9','-9','-9','-9','-9','-9'
'732757690244','2','-9','-9','-9','-9','-9','-9','-9'
'732800730146','1','-9','-9','-9','-9','-9','-9','-9'
'732800810146','1','1','-9','-9','-9','-9','-9','-9'
'732937160344','2','-9','-9','-9','-9','-9','-9','-9'
'732944890143','2','-9','-9','-9','-9','-9','-9','-9'
'733173660146','2','-9','-9','-9','-9','-9','-9','-9'
'733306770143','2','-9','-9','-9','-9','-9','-9','-9'
'733424220245','2','-9','-9','-9','-9','-9','-9','-9'
'733468610146','1','1','1','-9','1','-9','-9','-9'
'733474860146','2','-9','-9','-9','-9','-9','-9','-9'
'733743220641','2','-9','-9','-9','-9','-9','-9','-9'
'733926020148','2','-9','-9','-9','-9','-9','-9','-9'
'734029640149','2','-9','-9','-9','-9','-9','1','-9'
'734294330146','2','-9','-9','-9','-9','-9','-9','-9'
'734389810149','2','-9','-9','-9','-9','-9','-9','-9'
'734434160148','2','-9','-9','-9','-9','-9','-9','-9'
'734474470143','2','1','-9','-9','-9','-9','1','-9'
'734671120142','2','-9','-9','-9','-9','-9','-9','-9'
'734778680142','2','-9','-9','-9','1','1','1','-9'
'735468810249','2','-9','-9','-9','-9','-9','-9','-9'
'735558760145','2','-9','-9','-9','-9','-9','-9','-9'
'735589280141','1','-9','-9','-9','-9','-9','-9','1'
'735635520146','2','1','-9','-9','-9','-9','1','1'
'735809060147','2','-9','-9','-9','-9','-9','-9','-9'
'735926050341','2','-9','-9','-9','-9','-9','-9','-9'
'736125020145','2','-9','-9','-9','-9','-9','-9','-9'
'736591360142','2','-9','-9','-9','-9','-9','-9','-9'
'736618090141','2','-9','-9','-9','-9','-9','-9','-9'
'737045790142','1','-9','-9','-9','-9','-9','-9','-9'
'737295740140','2','-9','-9','-9','-9','-9','-9','-9'
'737558630148','2','-9','-9','-9','-9','-9','-9','1'
'737755920143','2','-9','-9','-9','-9','-9','-9','-9'
'738045150148','2','1','-9','1','-9','-9','1','-9'
'738873320142','1','-9','-9','-9','-9','-9','-9','-9'
'739045170145','2','-9','-9','-9','-9','-9','-9','-9'
'739295120143','2','-9','-9','-9','-9','-9','-9','-9'
'739618860144','2','-9','-9','-9','-9','-9','-9','-9'
'741548870145','2','-9','-9','-9','-9','-9','-9','-9'
'741548950145','2','-9','-9','-9','-9','-9','-9','-9'
'741730870244','2','1','-9','-9','-9','-9','1','-9'
'743548250148','2','-9','-9','-9','-9','-9','-9','-9'
