control,XINUS,XPER,XCOND,XCOOP,XCOST,XHEAD,XREL,XTEN,XUNIT,RMOV,MOVGRP,jovgrp,jxten,jxunit,jxper,jxhead
'730890180145','-9',1,'-9','-6','-9','1','-6','1','1',-9,'1','1','1','1','1','1'
'730896160147','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'730896240147','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'730898010141','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'730901270140','-9',7,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'730901500140','-9',4,'3','-6','2','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'730901500140','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','1'
'730902560149','-9',2,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'730907060144','-9',1,'-9','-6','-9','1','-6','2','-9',-9,'1','1','1','-9','1','1'
'730908440249','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'730914480145','-9',4,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'730914710145','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'730916170142','-9',5,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'730916660142','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'730917580148','-9',2,'3','-6','2','1','-6','3','2',1,'1','-9','-9','-9','-9','-9'
'730922440147','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'730922770147','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'730922850147','-9',1,'3','-6','3','1','-6','1','3',1,'1','-9','-9','-9','-9','1'
'730922930147','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'730924080143','-9',4,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'730926770141','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'730926930141','-9',3,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'730926930141','-9',2,'3','-6','1','2','2','1','1',2,'2','-9','-9','-9','-9','-9'
'730930210144','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'730933560142','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'730933870146','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'730937500149','-9',3,'3','-6','2','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'730938080143','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'730939570141','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'730939920148','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'730941730146','-9',4,'4','-6','2','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'730946710140','-9',2,'3','-6','1','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'730947610142','-9',4,'3','-6','1','2','1','1','3',1,'1','-9','-9','-9','-9','-9'
'730949140141','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'730953130146','-9',4,'3','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'730953390146','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'730953620146','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'730963240142','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'730972810147','-9',5,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'730973820141','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'730976250146','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'730976330146','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'730977580142','-9',3,'-8','-6','-8','1','-6','2','-8',1,'1','-9','1','-9','-9','-9'
'730982150144','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'730982150441','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'730986450141','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'730988030142','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'730991250241','-9',5,'3','-6','3','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'730992870147','-9',1,'2','-6','-7','1','-6','2','-8',1,'1','-9','1','-9','-9','1'
'730992870147','-9',1,'2','-6','-8','1','-6','2','-8',2,'2','-9','1','-9','-9','1'
'730996330141','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'730997420141','-9',4,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'730997680447','-9',4,'3','-6','4','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'730997680447','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'730999090141','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731003110142','-9',2,'2','-6','2','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'731003160141','-9',2,'3','-6','2','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'731003290142','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731011190142','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731013170149','-9',-7,'-7','-6','-7','-7','-6','1','2',1,'1','-9','1','-9','-9','-9'
'731013730249','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731015190244','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731028480140','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731028490144','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731028720144','-9',3,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731028890140','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731051040147','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731056100149','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731056430140','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731072180140','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731077140146','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731077220146','-9',2,'4','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731077630146','-9',4,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'731077700246','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731094810143','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731094810143','-9',4,'2','-6','1','1','-6','2','1',2,'2','-9','-9','-9','-9','-9'
'731097360145','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731102790144','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731105810247','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731105990247','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731113130143','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'731119180145','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731119180145','-9',1,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'731120770145','-9',7,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731125340142','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731126350149','-9',-7,'-7','-6','-7','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731126350149','-9',3,'2','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'731126830140','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731129460340','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'731129460449','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731130130149','-9',3,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731135890342','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731144060145','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731144060145','-9',4,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'731144060145','-9',3,'3','-6','2','1','-6','2','2',3,'3','-9','-9','-9','-9','-9'
'731152310142','-9',3,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731152310142','-9',4,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'731155580148','-9',6,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731155580148','-9',-7,'4','-6','3','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'731158750146','-9',3,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731158830146','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','1','-9'
'731164900145','-9',3,'2','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'731168770146','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731173870143','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'731173870143','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'731173950143','-9',1,'3','-6','1','1','-6','3','2',1,'1','-9','-9','-9','-9','1'
'731174260148','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731194520548','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731196990149','-9',4,'3','-6','3','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'731200680145','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731204660142','-9',1,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'731206440143','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731216760143','-9',4,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'731218510142','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731219160148','-9',6,'4','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731225300146','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'731225550146','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731230280145','-9',3,'4','-6','1','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'731230690145','-9',3,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731243410149','-9',8,'3','-6','1','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'731248000147','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731251130142','-9',2,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'731251210142','-9',3,'2','-6','1','2','1','1','2',1,'1','-9','-9','-9','-9','-9'
'731251540142','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'731251540142','-9',5,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'731251540142','-9',3,'3','-6','1','2','1','1','1',3,'3','-9','-9','-9','-9','-9'
'731264500143','-9',5,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'731269520746','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731269850143','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731273610147','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731273940544','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731281940148','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731281940445','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'731284470141','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731299160146','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'731299320146','-9',3,'1','1','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'731302400149','-9',6,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731303020246','-9',6,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731311140146','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731311300146','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731313550149','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731313960140','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731313960140','-9',1,'3','-6','1','1','-6','2','1',2,'2','-9','-9','-9','-9','1'
'731317390146','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'731321230148','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731321310148','-9',3,'4','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731321560148','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731321780143','-9',3,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731335420344','-9',-7,'-7','-6','-7','-7','-6','1','1',1,'1','-9','1','1','-9','-9'
'731339630149','-9',4,'3','-6','3','2','1','1','3',1,'1','-9','-9','-9','-9','-9'
'731339700140','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731341430143','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'731348360142','-9',2,'3','-6','3','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'731348510142','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'731355950147','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731356300149','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'731357570147','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'731359040146','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731363400148','-9',11,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'731365280149','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731365360149','-9',5,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'731365510149','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731365510149','-9',3,'3','-6','1','2','1','2','2',2,'2','-9','-9','-9','-9','-9'
'731365570148','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731380840149','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731380840149','-9',1,'3','-6','3','1','-6','2','1',2,'2','-9','-9','-9','-9','1'
'731382740142','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731386550140','-9',2,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731387030144','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731390550142','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'731401210144','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'731407400148','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731407810148','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731411470147','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731411700147','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731421060142','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731422070145','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'731422220245','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731425140143','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731425630143','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731426370144','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731437130142','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731437390142','-9',1,'-9','-6','-9','1','-6','2','-9',-9,'1','1','1','-9','1','1'
'731458050148','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731460030146','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731478360144','-9',7,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'731494060146','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731497030141','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731504270141','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731504430143','-9',4,'3','-6','3','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'731504500141','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731504500141','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','1'
'731504760143','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731512330141','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731517100142','-9',5,'2','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731517360142','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'731518110146','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731530720148','-9',2,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'731532470142','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731532960142','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731538320143','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731538490243','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731541150141','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731548450148','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731548450148','-9',2,'3','-6','2','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'731558440148','-9',5,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'731570000146','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731572070146','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731575830145','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731579260142','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'731589250148','-9',5,'3','-6','3','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'731589330148','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731591240143','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731591320143','-9',4,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'731597550147','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731603140147','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731607040143','-9',4,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'731607040143','-9',3,'3','-6','1','2','2','2','1',2,'2','-9','-9','-9','-9','-9'
'731607040143','-9',6,'3','-6','1','2','1','1','1',3,'3','-9','-9','-9','-9','-9'
'731608120146','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731608150144','-9',1,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'731617000146','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731617000146','-9',4,'3','-6','3','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'731617000146','-9',4,'3','-6','3','2','2','2','2',3,'3','-9','-9','-9','-9','-9'
'731617580246','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731617580246','-9',2,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'731617580246','-9',2,'3','-6','1','1','-6','2','2',3,'3','-9','-9','-9','-9','-9'
'731619020249','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731621170148','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731621330148','-9',5,'3','-6','3','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'731621580148','-9',2,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'731625020148','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731633760146','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731635120149','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731635530149','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731638600147','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731641270142','-9',4,'2','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'731641680142','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731650890145','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731653470144','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731653880144','-9',4,'3','-6','1','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'731657090142','-9',1,'-9','-6','-9','1','-6','2','-9',-9,'1','1','1','-9','1','1'
'731659130145','-9',2,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'731662190145','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731667910145','-9',2,'4','-6','3','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'731680080141','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731685890141','-9',5,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731697720144','-9',3,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'731700430143','-9',1,'-9','-6','-9','1','-6','2','-9',-9,'1','1','1','-9','1','1'
'731700840143','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731705020147','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731730200147','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'731730610147','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731733030149','-9',2,'3','-6','1','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'731742280148','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731742510148','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731742510148','-9',2,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'731755000140','-9',2,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'731756230148','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731756310148','-9',4,'3','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'731756310148','-9',6,'3','-6','1','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'731757360142','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731763330147','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'731763330147','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','1'
'731763330147','-9',-6,'-6','-6','-6','-6','-6','-6','4',3,'3','-9','-9','-9','1','1'
'731767030147','-9',-7,'3','-6','2','1','-6','2','-7',1,'1','-9','-9','-9','-9','-9'
'731767030147','-9',-7,'3','-6','2','1','-6','2','-7',2,'2','-9','-9','-9','-9','-9'
'731775180148','-9',6,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'731780440247','-9',2,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'731783410146','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'731783410146','-9',2,'3','-6','3','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'731800480149','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'731800480149','-9',6,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'731800480149','-9',6,'3','-6','1','2','1','1','1',3,'3','-9','-9','-9','-9','-9'
'731800890149','-9',6,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731809730142','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731822620141','-9',3,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'731824180149','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731824590149','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731824740140','-9',6,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731824820249','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'731841510142','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731846170148','-9',1,'-9','-6','-9','1','-6','1','1',-9,'1','1','1','1','1','1'
'731846250148','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
