control,XINUS,XPER,XCOND,XCOOP,XCOST,XHEAD,XREL,XTEN,XUNIT,RMOV,MOVGRP,jovgrp,jxten,jxunit,jxper,jxhead
'400264130103','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400266140246','-9',5,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400268330145','-9',3,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400269230103','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'400269430103','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'400269510143','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400269630103','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400269830103','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400270130103','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400271130103','-9',5,'3','-6','4','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400273370140','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400282330141','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400284230103','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'400285130103','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400286340149','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400288720147','-9',2,'3','-6','2','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'400292750142','-9',4,'3','-6','3','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'400294360146','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400294530103','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400294630103','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400295130103','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','1'
'400295130103','-9',4,'3','-6','3','1','-6','1','1',2,'2','-9','-9','-9','-9','-9'
'400295330203','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400295430103','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400295730103','-9',2,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'400299530103','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400299630103','-9',3,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'400299830103','-9',3,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'400300380145','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400302160149','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400302160149','-9',2,'3','-6','2','2','2','2','1',2,'2','-9','-9','-9','-9','-9'
'400303180149','-9',2,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'400303340149','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400303340149','-9',3,'3','-6','2','1','-6','2','1',2,'2','-9','-9','-9','-9','-9'
'400303900140','-9',-8,'3','-6','1','-8','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400303900140','-9',-7,'4','-6','-7','-7','-6','3','-7',2,'2','-9','1','-9','-9','-9'
'400306130103','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400306430103','-9',4,'3','-6','2','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'400306720140','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400311230103','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400313330103','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400313390140','-9',1,'3','-6','4','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'400319120347','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400319930103','-9',2,'3','-6','2','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'400321370143','-9',1,'3','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','1'
'400321520143','-9',3,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'400321530103','-9',1,'2','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'400321730103','-9',4,'3','-6','3','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'400321830103','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400321930103','-9',4,'3','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'400328150141','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400334100141','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400336970149','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'400339130140','-9',3,'3','-6','2','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'400339130249','-9',3,'3','-6','1','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'400339230103','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400341230103','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400349160145','-9',1,'-9','-6','-9','1','-6','2','-9',-9,'1','1','1','-9','1','1'
'400356130249','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'400358900144','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400365150147','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','1'
'400365230103','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400365350140','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400372130103','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400380230103','-9',3,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400381180145','-9',3,'3','-6','2','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'400381930133','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400384950143','-9',4,'3','-6','4','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400386330103','-9',3,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'400389430103','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400389630103','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400389730103','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400389830103','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400389920149','-9',8,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400407160445','-9',2,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400410190143','-9',4,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'400410330103','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400410330103','-9',5,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'400410330103','-9',4,'3','-6','1','2','1','1','1',3,'3','-9','-9','-9','-9','-9'
'400410500143','-9',3,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'400410500143','-9',3,'3','-6','2','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'400410730103','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400410730103','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','-9'
'400410830203','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400411540147','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400420180147','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400423310145','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400424130103','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400425230103','-9',3,'2','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'400425330103','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400430940144','-9',4,'2','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'400431430103','-9',-7,'4','-6','4','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400433530103','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400438230103','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400438330103','-9',3,'2','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400440130103','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400447530103','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400451180149','-9',1,'-9','-6','-9','1','-6','2','-9',-9,'1','1','1','-9','1','1'
'400454120145','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400457330103','-9',2,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'400460130103','-9',2,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'400467130103','-9',2,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400473390148','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'400474130103','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400477230103','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400477230103','-9',2,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'400477530103','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400477630103','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'400489170146','-9',4,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400489330103','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400489530333','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400489530433','-9',2,'2','-6','2','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'400489830133','-9',4,'3','-6','2','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'400494330103','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'400494430103','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','1'
'400494630103','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400494730103','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400502930103','-9',5,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400504190143','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400508230103','-9',2,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400510130148','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'400529330103','-9',2,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'400538230103','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'400542750245','-9',7,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'400543140146','-9',4,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'400545130103','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400548520148','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400548520148','-9',1,'3','-6','3','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'400550120148','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400550120148','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','1'
'400553230103','-9',2,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400566150146','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400570330103','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400575180145','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400576170140','-9',-7,'-7','-6','-7','-7','-6','2','-7',1,'1','-9','1','-9','-9','-9'
'400576170249','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400577120248','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400577130103','-9',2,'3','-6','2','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'400577320143','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400580330103','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400580330203','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400583830103','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400585130103','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400589230207','-9',2,'2','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400591130103','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400591230103','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400596130103','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'400596730133','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400596930103','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400597130103','-9',2,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400600180149','-9',4,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'400600180149','-9',6,'3','-6','4','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'400600180446','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400600340149','-9',6,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400602160144','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'400602320144','-9',7,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400605130103','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400605140240','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400607330103','-9',5,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'400608520246','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400611140145','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400611940144','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400616330140','-9',4,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400617160346','-9',3,'3','-6','3','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'400617230103','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400622130103','-9',3,'3','-6','3','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'400622770146','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400623530103','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400633230103','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400633330103','-9',1,'-9','-6','-9','1','-6','2','-9',-9,'1','1','1','-9','1','1'
'400638540145','-9',7,'3','-6','2','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'400641170140','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400642230103','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400646130103','-9',-7,'-7','-6','-7','-7','-6','3','-7',1,'1','-9','1','-9','-9','-9'
'400646230103','-9',3,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'400650350146','-9',4,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'400650520147','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400651360145','-9',4,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'400654730142','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400657230103','-9',2,'3','-6','2','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'400661130103','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400661230103','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400661230103','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','1'
'400662130103','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400663130103','-9',2,'3','-6','1','2','2','1','3',1,'1','-9','-9','-9','-9','-9'
'400664700146','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400669130103','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400669790149','-9',1,'3','-6','3','1','-6','2','1',1,'1','-9','1','-9','-9','1'
'400670730144','-9',5,'4','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400679110145','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400686540147','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400691130103','-9',3,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400691130103','-9',3,'3','-6','3','1','-6','2','1',2,'2','-9','-9','-9','-9','-9'
'400693580148','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400697150144','-9',3,'3','-6','3','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'400700330103','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400714130103','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400724580143','-9',2,'3','-6','2','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'400729550141','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400736230203','-9',3,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400742350248','-9',2,'3','-6','3','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'400743750144','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400747130103','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400749130103','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400749230103','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'400749330203','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400750110144','-9',4,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'400753390144','-9',1,'-7','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'400755830103','-9',3,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'400755930103','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400763330103','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'400763390143','-9',6,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400763430103','-9',2,'3','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'400763430103','-9',4,'3','-6','2','1','-6','2','1',2,'2','-9','-9','-9','-9','-9'
'400767120149','-9',4,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400767130103','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400767350347','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400767350347','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'400774230103','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400774230103','-9',4,'3','-6','1','2','1','2','1',2,'2','-9','-9','-9','-9','-9'
'400774230103','-9',3,'3','-6','1','2','1','1','1',3,'3','-9','-9','-9','-9','-9'
'400777230103','-9',6,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400777230203','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400778530142','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400788230103','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'400790760147','-9',7,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400790920147','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400792130103','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400792740147','-9',2,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'400792900147','-9',7,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400793300149','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'400800130103','-9',2,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'400800330203','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','1'
'400800430103','-9',1,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400804130103','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','1'
'400805500146','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400807130103','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'400809570142','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'400819130203','-9',5,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400828230103','-9',4,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'400828230103','-9',4,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'400828760146','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'400833180148','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400835130103','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400839530103','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400839630103','-9',1,'2','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'400839730103','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400845110147','-9',3,'3','-6','1','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'400848130103','-9',-8,'-8','-6','-8','-8','-6','1','1',1,'1','-9','1','1','-9','-9'
'400848230103','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400849530103','-9',-8,'-8','-6','-8','-8','-6','2','-8',1,'1','-9','1','-9','-9','-9'
'400850380143','-9',5,'3','-6','-8','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
